BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	583
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
    20	0.200	  0.101095	  0.898850	  0.210181	 -0.083137	  0.877194	  0.059515	 -0.057467	  0.803179	  0.034409	 -0.032888	  0.625625	 -0.054998	  0.031632	  0.441388	  0.058794	  0.042136	  0.388812	  0.051754	  0.052422	  0.255912	  0.013191	  0.051566	  0.075188	  0.066331	 -0.037064	  0.026290	  0.039855	 -0.085225	  0.885402	  0.372815	 -0.055581	  0.820158	  0.401361	 -0.057347	  0.625993	  0.488019	 -0.013029	  0.442065	  0.373560	  0.003969	  0.381206	  0.380420	  0.025293	  0.250863	  0.413487	  0.045063	  0.078276	  0.352150	 -0.058392	  0.026406	  0.379418	  0.111745	  0.028584	  0.122690	  0.101508	  0.018489	  0.284391	 -0.008265	  1.331903	  0.048534	  0.090944	  1.350127	  0.219471	  0.014340	  1.323747	  0.402080	
    21	0.210	  0.101074	  0.898843	  0.210135	 -0.083142	  0.877194	  0.059476	 -0.057452	  0.803186	  0.034381	 -0.032844	  0.625634	 -0.055022	  0.031651	  0.441387	  0.058777	  0.042141	  0.388812	  0.051739	  0.052395	  0.255916	  0.013184	  0.051545	  0.075190	  0.066331	 -0.037072	  0.026272	  0.039853	 -0.085263	  0.885412	  0.372771	 -0.055634	  0.820168	  0.401341	 -0.057345	  0.625990	  0.488004	 -0.013042	  0.442065	  0.373550	  0.003955	  0.381219	  0.380403	  0.025267	  0.250863	  0.413467	  0.045051	  0.078275	  0.352153	 -0.058385	  0.026403	  0.379409	  0.111749	  0.028574	  0.122681	  0.101518	  0.018489	  0.284386	 -0.008268	  1.331898	  0.048511	  0.090932	  1.350129	  0.219445	  0.014333	  1.323736	  0.402067	
    22	0.220	  0.101072	  0.898855	  0.210110	 -0.083139	  0.877192	  0.059456	 -0.057435	  0.803181	  0.034360	 -0.032816	  0.625638	 -0.055045	  0.031634	  0.441387	  0.058752	  0.042154	  0.388812	  0.051740	  0.052393	  0.255915	  0.013171	  0.051521	  0.075191	  0.066329	 -0.037036	  0.026269	  0.039850	 -0.085278	  0.885415	  0.372737	 -0.055658	  0.820177	  0.401302	 -0.057351	  0.626001	  0.487978	 -0.013033	  0.442077	  0.373522	  0.003961	  0.381207	  0.380401	  0.025247	  0.250864	  0.413455	  0.045057	  0.078281	  0.352146	 -0.058389	  0.026407	  0.379399	  0.111720	  0.028554	  0.122666	  0.101507	  0.018490	  0.284375	 -0.008285	  1.331896	  0.048496	  0.090920	  1.350130	  0.219425	  0.014356	  1.323722	  0.402066	
    23	0.230	  0.101091	  0.898834	  0.210096	 -0.083138	  0.877195	  0.059443	 -0.057451	  0.803175	  0.034336	 -0.032786	  0.625622	 -0.055061	  0.031658	  0.441384	  0.058748	  0.042154	  0.388815	  0.051726	  0.052436	  0.255903	  0.013140	  0.051513	  0.075206	  0.066320	 -0.037032	  0.026269	  0.039855	 -0.085313	  0.885429	  0.372706	 -0.055674	  0.820177	  0.401282	 -0.057381	  0.626020	  0.487957	 -0.013044	  0.442084	  0.373521	  0.003968	  0.381217	  0.380380	  0.025239	  0.250869	  0.413445	  0.045065	  0.078284	  0.352150	 -0.058387	  0.026409	  0.379400	  0.111699	  0.028555	  0.122672	  0.101505	  0.018496	  0.284379	 -0.008297	  1.331888	  0.048473	  0.090912	  1.350142	  0.219388	  0.014360	  1.323704	  0.402053	
    24	0.240	  0.101089	  0.898810	  0.210080	 -0.083112	  0.877196	  0.059410	 -0.057452	  0.803177	  0.034321	 -0.032763	  0.625606	 -0.055075	  0.031705	  0.441375	  0.058727	  0.042159	  0.388810	  0.051720	  0.052444	  0.255919	  0.013126	  0.051538	  0.075219	  0.066313	 -0.037033	  0.026291	  0.039855	 -0.085325	  0.885432	  0.372668	 -0.055701	  0.820175	  0.401263	 -0.057401	  0.626031	  0.487922	 -0.013035	  0.442090	  0.373518	  0.003964	  0.381221	  0.380376	  0.025249	  0.250857	  0.413438	  0.045065	  0.078289	  0.352148	 -0.058361	  0.026412	  0.379424	  0.111725	  0.028557	  0.122679	  0.101488	  0.018493	  0.284378	 -0.008291	  1.331883	  0.048439	  0.090921	  1.350147	  0.219365	  0.014350	  1.323681	  0.402038	
    25	0.250	  0.101081	  0.898825	  0.210063	 -0.083088	  0.877210	  0.059389	 -0.057417	  0.803163	  0.034292	 -0.032757	  0.625595	 -0.055099	  0.031733	  0.441367	  0.058704	  0.042178	  0.388808	  0.051722	  0.052439	  0.255917	  0.013143	  0.051555	  0.075208	  0.066310	 -0.037024	  0.026296	  0.039856	 -0.085346	  0.885438	  0.372636	 -0.055744	  0.820175	  0.401227	 -0.057421	  0.626023	  0.487898	 -0.013023	  0.442085	  0.373503	  0.003960	  0.381219	  0.380370	  0.025266	  0.250852	  0.413433	  0.045057	  0.078301	  0.352157	 -0.058361	  0.026415	  0.379415	  0.111742	  0.028563	  0.122684	  0.101496	  0.018487	  0.284390	 -0.008296	  1.331878	  0.048411	  0.090887	  1.350144	  0.219344	  0.014333	  1.323668	  0.402019	
    26	0.260	  0.101054	  0.898821	  0.210042	 -0.083083	  0.877216	  0.059370	 -0.057397	  0.803152	  0.034268	 -0.032745	  0.625607	 -0.055121	  0.031739	  0.441379	  0.058689	  0.042170	  0.388818	  0.051710	  0.052442	  0.255905	  0.013127	  0.051548	  0.075198	  0.066313	 -0.037046	  0.026271	  0.039851	 -0.085376	  0.885454	  0.372600	 -0.055782	  0.820184	  0.401195	 -0.057465	  0.626018	  0.487874	 -0.013009	  0.442085	  0.373509	  0.003977	  0.381222	  0.380365	  0.025261	  0.250875	  0.413436	  0.045063	  0.078302	  0.352165	 -0.058377	  0.026404	  0.379412	  0.111735	  0.028573	  0.122699	  0.101518	  0.018487	  0.284396	 -0.008295	  1.331888	  0.048398	  0.090857	  1.350155	  0.219314	  0.014327	  1.323665	  0.401996	
    27	0.270	  0.101052	  0.898837	  0.210029	 -0.083083	  0.877224	  0.059356	 -0.057406	  0.803147	  0.034259	 -0.032751	  0.625604	 -0.055137	  0.031749	  0.441384	  0.058685	  0.042161	  0.388811	  0.051705	  0.052464	  0.255885	  0.013105	  0.051558	  0.075176	  0.066326	 -0.037087	  0.026296	  0.039850	 -0.085427	  0.885477	  0.372556	 -0.055838	  0.820192	  0.401172	 -0.057516	  0.626023	  0.487845	 -0.013025	  0.442094	  0.373493	  0.003954	  0.381218	  0.380347	  0.025251	  0.250880	  0.413433	  0.045066	  0.078300	  0.352176	 -0.058368	  0.026399	  0.379424	  0.111723	  0.028571	  0.122692	  0.101520	  0.018487	  0.284415	 -0.008302	  1.331874	  0.048380	  0.090850	  1.350158	  0.219283	  0.014306	  1.323656	  0.401972	
    28	0.280	  0.101060	  0.898835	  0.210030	 -0.083073	  0.877241	  0.059337	 -0.057401	  0.803138	  0.034239	 -0.032737	  0.625599	 -0.055166	  0.031774	  0.441369	  0.058684	  0.042160	  0.388810	  0.051697	  0.052457	  0.255883	  0.013111	  0.051576	  0.075172	  0.066326	 -0.037072	  0.026280	  0.039843	 -0.085465	  0.885483	  0.372511	 -0.055872	  0.820204	  0.401145	 -0.057551	  0.626038	  0.487819	 -0.013041	  0.442094	  0.373483	  0.003957	  0.381216	  0.380335	  0.025248	  0.250881	  0.413415	  0.045069	  0.078291	  0.352179	 -0.058383	  0.026396	  0.379425	  0.111726	  0.028567	  0.122683	  0.101505	  0.018482	  0.284406	 -0.008312	  1.331870	  0.048354	  0.090817	  1.350161	  0.219248	  0.014273	  1.323642	  0.401951	
    29	0.290	  0.101085	  0.898834	  0.210022	 -0.083083	  0.877249	  0.059314	 -0.057403	  0.803134	  0.034218	 -0.032738	  0.625605	 -0.055191	  0.031748	  0.441368	  0.058671	  0.042167	  0.388799	  0.051685	  0.052440	  0.255881	  0.013118	  0.051556	  0.075187	  0.066338	 -0.037041	  0.026258	  0.039851	 -0.085518	  0.885485	  0.372476	 -0.055880	  0.820208	  0.401120	 -0.057541	  0.626058	  0.487804	 -0.013028	  0.442085	  0.373481	  0.003954	  0.381213	  0.380341	  0.025253	  0.250897	  0.413410	  0.045074	  0.078296	  0.352170	 -0.058371	  0.026388	  0.379436	  0.111709	  0.028547	  0.122684	  0.101492	  0.018490	  0.284404	 -0.008305	  1.331878	  0.048325	  0.090796	  1.350165	  0.219222	  0.014278	  1.323626	  0.401931	
    30	0.300	  0.101093	  0.898839	  0.209985	 -0.083088	  0.877248	  0.059302	 -0.057418	  0.803131	  0.034205	 -0.032740	  0.625592	 -0.055215	  0.031716	  0.441368	  0.058661	  0.042149	  0.388785	  0.051668	  0.052409	  0.255882	  0.013113	  0.051559	  0.075169	  0.066339	 -0.037027	  0.026247	  0.039863	 -0.085564	  0.885504	  0.372436	 -0.055876	  0.820184	  0.401103	 -0.057555	  0.626047	  0.487786	 -0.013011	  0.442092	  0.373473	  0.003941	  0.381220	  0.380338	  0.025263	  0.250895	  0.413426	  0.045093	  0.078300	  0.352175	 -0.058367	  0.026380	  0.379446	  0.111729	  0.028569	  0.122702	  0.101495	  0.018511	  0.284400	 -0.008298	  1.331869	  0.048298	  0.090774	  1.350170	  0.219190	  0.014275	  1.323621	  0.401920	
    31	0.310	  0.101099	  0.898832	  0.209962	 -0.083090	  0.877229	  0.059285	 -0.057407	  0.803119	  0.034199	 -0.032735	  0.625586	 -0.055225	  0.031758	  0.441368	  0.058650	  0.042143	  0.388778	  0.051661	  0.052420	  0.255876	  0.013103	  0.051579	  0.075155	  0.066356	 -0.037049	  0.026257	  0.039865	 -0.085587	  0.885506	  0.372403	 -0.055885	  0.820181	  0.401098	 -0.057562	  0.626037	  0.487795	 -0.013003	  0.442088	  0.373474	  0.003947	  0.381232	  0.380329	  0.025257	  0.250898	  0.413422	  0.045098	  0.078293	  0.352176	 -0.058376	  0.026373	  0.379444	  0.111724	  0.028565	  0.122714	  0.101490	  0.018508	  0.284416	 -0.008313	  1.331864	  0.048279	  0.090757	  1.350181	  0.219164	  0.014242	  1.323609	  0.401892	
    32	0.320	  0.101076	  0.898821	  0.209960	 -0.083089	  0.877219	  0.059251	 -0.057397	  0.803104	  0.034188	 -0.032754	  0.625573	 -0.055216	  0.031752	  0.441367	  0.058645	  0.042127	  0.388784	  0.051657	  0.052393	  0.255854	  0.013126	  0.051567	  0.075163	  0.066363	 -0.037063	  0.026256	  0.039865	 -0.085599	  0.885501	  0.372378	 -0.055926	  0.820189	  0.401081	 -0.057560	  0.626032	  0.487770	 -0.013009	  0.442083	  0.373477	  0.003934	  0.381228	  0.380321	  0.025236	  0.250891	  0.413408	  0.045073	  0.078272	  0.352175	 -0.058382	  0.026386	  0.379445	  0.111716	  0.028567	  0.122708	  0.101491	  0.018494	  0.284423	 -0.008327	  1.331851	  0.048250	  0.090755	  1.350183	  0.219124	  0.014234	  1.323605	  0.401872	
    33	0.330	  0.101053	  0.898820	  0.209934	 -0.083072	  0.877216	  0.059228	 -0.057427	  0.803097	  0.034169	 -0.032754	  0.625558	 -0.055223	  0.031746	  0.441344	  0.058634	  0.042119	  0.388794	  0.051648	  0.052399	  0.255852	  0.013117	  0.051538	  0.075177	  0.066356	 -0.037057	  0.026250	  0.039872	 -0.085644	  0.885522	  0.372369	 -0.055968	  0.820204	  0.401054	 -0.057568	  0.626043	  0.487748	 -0.013020	  0.442080	  0.373456	  0.003920	  0.381219	  0.380323	  0.025246	  0.250886	  0.413412	  0.045076	  0.078269	  0.352188	 -0.058391	  0.026382	  0.379437	  0.111703	  0.028578	  0.122712	  0.101514	  0.018495	  0.284425	 -0.008347	  1.331838	  0.048218	  0.090732	  1.350179	  0.219098	  0.014212	  1.323601	  0.401854	
    34	0.340	  0.101070	  0.898808	  0.209903	 -0.083078	  0.877218	  0.059220	 -0.057433	  0.803100	  0.034155	 -0.032764	  0.625546	 -0.055238	  0.031765	  0.441334	  0.058619	  0.042093	  0.388782	  0.051629	  0.052415	  0.255840	  0.013101	  0.051528	  0.075164	  0.066359	 -0.037053	  0.026248	  0.039860	 -0.085651	  0.885532	  0.372354	 -0.055980	  0.820211	  0.401049	 -0.057593	  0.626046	  0.487722	 -0.013042	  0.442080	  0.373436	  0.003913	  0.381210	  0.380302	  0.025248	  0.250876	  0.413414	  0.045083	  0.078271	  0.352199	 -0.058394	  0.026369	  0.379436	  0.111712	  0.028577	  0.122712	  0.101516	  0.018494	  0.284419	 -0.008357	  1.331836	  0.048199	  0.090707	  1.350195	  0.219077	  0.014172	  1.323583	  0.401826	
    35	0.350	  0.101063	  0.898788	  0.209862	 -0.083097	  0.877218	  0.059217	 -0.057459	  0.803097	  0.034139	 -0.032805	  0.625538	 -0.055248	  0.031764	  0.441335	  0.058608	  0.042078	  0.388779	  0.051624	  0.052379	  0.255821	  0.013081	  0.051530	  0.075153	  0.066349	 -0.037053	  0.026240	  0.039865	 -0.085671	  0.885539	  0.372324	 -0.055966	  0.820211	  0.401040	 -0.057647	  0.626044	  0.487708	 -0.013050	  0.442074	  0.373434	  0.003906	  0.381213	  0.380299	  0.025234	  0.250871	  0.413415	  0.045070	  0.078270	  0.352199	 -0.058390	  0.026356	  0.379445	  0.111729	  0.028577	  0.122708	  0.101500	  0.018493	  0.284415	 -0.008375	  1.331830	  0.048182	  0.090686	  1.350193	  0.219056	  0.014098	  1.323567	  0.401773	
    36	0.360	  0.101034	  0.898757	  0.209827	 -0.083097	  0.877223	  0.059205	 -0.057464	  0.803079	  0.034135	 -0.032831	  0.625532	 -0.055260	  0.031739	  0.441326	  0.058592	  0.042111	  0.388756	  0.051624	  0.052347	  0.255807	  0.013080	  0.051528	  0.075136	  0.066348	 -0.037045	  0.026213	  0.039876	 -0.085660	  0.885537	  0.372314	 -0.055954	  0.820195	  0.401026	 -0.057663	  0.626042	  0.487708	 -0.013065	  0.442068	  0.373431	  0.003896	  0.381211	  0.380297	  0.025223	  0.250871	  0.413409	  0.045062	  0.078268	  0.352204	 -0.058384	  0.026357	  0.379457	  0.111722	  0.028563	  0.122695	  0.101494	  0.018496	  0.284406	 -0.008383	  1.331825	  0.048162	  0.090638	  1.350200	  0.219005	  0.014045	  1.323546	  0.401738	
    37	0.370	  0.101037	  0.898765	  0.209820	 -0.083096	  0.877216	  0.059187	 -0.057453	  0.803070	  0.034140	 -0.032858	  0.625509	 -0.055259	  0.031717	  0.441318	  0.058584	  0.042122	  0.388754	  0.051626	  0.052358	  0.255796	  0.013095	  0.051534	  0.075124	  0.066350	 -0.037065	  0.026213	  0.039884	 -0.085636	  0.885540	  0.372302	 -0.055943	  0.820180	  0.401014	 -0.057621	  0.626048	  0.487709	 -0.013097	  0.442052	  0.373429	  0.003888	  0.381209	  0.380292	  0.025213	  0.250877	  0.413406	  0.045054	  0.078272	  0.352199	 -0.058387	  0.026364	  0.379464	  0.111731	  0.028571	  0.122705	  0.101508	  0.018509	  0.284413	 -0.008415	  1.331819	  0.048122	  0.090579	  1.350205	  0.218975	  0.014010	  1.323525	  0.401716	
    38	0.380	  0.101048	  0.898759	  0.209798	 -0.083149	  0.877211	  0.059177	 -0.057470	  0.803074	  0.034132	 -0.032870	  0.625507	 -0.055255	  0.031717	  0.441312	  0.058588	  0.042110	  0.388752	  0.051624	  0.052372	  0.255781	  0.013100	  0.051518	  0.075111	  0.066357	 -0.037070	  0.026205	  0.039888	 -0.085645	  0.885544	  0.372294	 -0.055957	  0.820178	  0.401001	 -0.057603	  0.626038	  0.487706	 -0.013103	  0.442065	  0.373410	  0.003891	  0.381210	  0.380287	  0.025209	  0.250861	  0.413395	  0.045054	  0.078265	  0.352183	 -0.058376	  0.026354	  0.379470	  0.111716	  0.028572	  0.122713	  0.101489	  0.018506	  0.284414	 -0.008435	  1.331821	  0.048106	  0.090557	  1.350214	  0.218938	  0.013974	  1.323523	  0.401691	
    39	0.390	  0.101043	  0.898747	  0.209771	 -0.083164	  0.877186	  0.059181	 -0.057496	  0.803084	  0.034117	 -0.032879	  0.625505	 -0.055271	  0.031720	  0.441318	  0.058601	  0.042084	  0.388744	  0.051612	  0.052383	  0.255776	  0.013071	  0.051513	  0.075114	  0.066356	 -0.037099	  0.026207	  0.039876	 -0.085660	  0.885542	  0.372286	 -0.055983	  0.820174	  0.400998	 -0.057596	  0.626039	  0.487702	 -0.013098	  0.442064	  0.373386	  0.003890	  0.381219	  0.380271	  0.025229	  0.250853	  0.413399	  0.045074	  0.078260	  0.352193	 -0.058359	  0.026356	  0.379471	  0.111718	  0.028564	  0.122697	  0.101481	  0.018487	  0.284404	 -0.008429	  1.331820	  0.048077	  0.090536	  1.350225	  0.218907	  0.013949	  1.323520	  0.401660	
    40	0.400	  0.101042	  0.898748	  0.209736	 -0.083144	  0.877183	  0.059163	 -0.057507	  0.803085	  0.034106	 -0.032880	  0.625485	 -0.055296	  0.031699	  0.441307	  0.058590	  0.042068	  0.388727	  0.051604	  0.052377	  0.255790	  0.013063	  0.051537	  0.075130	  0.066346	 -0.037110	  0.026198	  0.039868	 -0.085644	  0.885515	  0.372279	 -0.056002	  0.820180	  0.400991	 -0.057578	  0.626041	  0.487696	 -0.013087	  0.442061	  0.373391	  0.003876	  0.381205	  0.380258	  0.025232	  0.250845	  0.413404	  0.045065	  0.078260	  0.352189	 -0.058384	  0.026362	  0.379466	  0.111750	  0.028565	  0.122687	  0.101475	  0.018484	  0.284401	 -0.008468	  1.331814	  0.048041	  0.090515	  1.350229	  0.218881	  0.013894	  1.323503	  0.401618	
    41	0.410	  0.101047	  0.898732	  0.209704	 -0.083148	  0.877194	  0.059127	 -0.057510	  0.803073	  0.034097	 -0.032875	  0.625473	 -0.055308	  0.031689	  0.441310	  0.058551	  0.042052	  0.388732	  0.051594	  0.052360	  0.255800	  0.013062	  0.051518	  0.075134	  0.066339	 -0.037091	  0.026172	  0.039879	 -0.085631	  0.885505	  0.372266	 -0.055996	  0.820187	  0.400978	 -0.057565	  0.626047	  0.487679	 -0.013093	  0.442048	  0.373385	  0.003872	  0.381194	  0.380265	  0.025215	  0.250846	  0.413395	  0.045053	  0.078258	  0.352184	 -0.058387	  0.026351	  0.379461	  0.111766	  0.028575	  0.122682	  0.101473	  0.018481	  0.284395	 -0.008489	  1.331803	  0.048016	  0.090489	  1.350229	  0.218847	  0.013849	  1.323504	  0.401579	
    42	0.420	  0.101034	  0.898699	  0.209654	 -0.083166	  0.877177	  0.059112	 -0.057489	  0.803066	  0.034086	 -0.032884	  0.625475	 -0.055323	  0.031692	  0.441308	  0.058533	  0.042056	  0.388736	  0.051584	  0.052363	  0.255768	  0.013060	  0.051520	  0.075114	  0.066347	 -0.037098	  0.026163	  0.039887	 -0.085680	  0.885534	  0.372231	 -0.055987	  0.820180	  0.400963	 -0.057563	  0.626050	  0.487652	 -0.013088	  0.442057	  0.373380	  0.003889	  0.381194	  0.380256	  0.025229	  0.250863	  0.413393	  0.045044	  0.078248	  0.352169	 -0.058367	  0.026346	  0.379466	  0.111738	  0.028575	  0.122688	  0.101456	  0.018462	  0.284377	 -0.008505	  1.331798	  0.047997	  0.090443	  1.350233	  0.218804	  0.013830	  1.323499	  0.401552	
    43	0.430	  0.100992	  0.898690	  0.209601	 -0.083189	  0.877161	  0.059100	 -0.057504	  0.803060	  0.034077	 -0.032915	  0.625460	 -0.055331	  0.031710	  0.441300	  0.058536	  0.042064	  0.388729	  0.051584	  0.052361	  0.255758	  0.013058	  0.051532	  0.075110	  0.066363	 -0.037137	  0.026156	  0.039883	 -0.085643	  0.885538	  0.372207	 -0.055979	  0.820176	  0.400965	 -0.057570	  0.626060	  0.487639	 -0.013059	  0.442078	  0.373388	  0.003903	  0.381198	  0.380263	  0.025234	  0.250884	  0.413401	  0.045028	  0.078243	  0.352174	 -0.058376	  0.026343	  0.379463	  0.111716	  0.028560	  0.122683	  0.101442	  0.018452	  0.284372	 -0.008533	  1.331793	  0.047971	  0.090385	  1.350237	  0.218767	  0.013813	  1.323504	  0.401527	
    44	0.440	  0.100999	  0.898709	  0.209575	 -0.083183	  0.877137	  0.059086	 -0.057527	  0.803049	  0.034063	 -0.032927	  0.625436	 -0.055346	  0.031717	  0.441286	  0.058530	  0.042062	  0.388721	  0.051581	  0.052379	  0.255754	  0.013058	  0.051530	  0.075110	  0.066350	 -0.037145	  0.026160	  0.039866	 -0.085612	  0.885534	  0.372190	 -0.055967	  0.820171	  0.400946	 -0.057543	  0.626066	  0.487633	 -0.013044	  0.442069	  0.373390	  0.003925	  0.381210	  0.380269	  0.025246	  0.250887	  0.413405	  0.045033	  0.078244	  0.352188	 -0.058366	  0.026341	  0.379470	  0.111721	  0.028542	  0.122658	  0.101467	  0.018466	  0.284389	 -0.008552	  1.331777	  0.047946	  0.090374	  1.350248	  0.218717	  0.013786	  1.323512	  0.401511	
    45	0.450	  0.101015	  0.898715	  0.209549	 -0.083193	  0.877124	  0.059076	 -0.057542	  0.803040	  0.034058	 -0.032943	  0.625438	 -0.055363	  0.031694	  0.441289	  0.058519	  0.042063	  0.388713	  0.051564	  0.052388	  0.255757	  0.013049	  0.051540	  0.075116	  0.066334	 -0.037135	  0.026174	  0.039867	 -0.085663	  0.885552	  0.372166	 -0.055981	  0.820175	  0.400924	 -0.057506	  0.626066	  0.487627	 -0.013030	  0.442071	  0.373365	  0.003926	  0.381224	  0.380262	  0.025265	  0.250899	  0.413411	  0.045033	  0.078250	  0.352173	 -0.058355	  0.026328	  0.379465	  0.111740	  0.028552	  0.122651	  0.101465	  0.018471	  0.284382	 -0.008603	  1.331769	  0.047927	  0.090339	  1.350266	  0.218678	  0.013748	  1.323534	  0.401469	
    46	0.460	  0.101041	  0.898742	  0.209536	 -0.083205	  0.877112	  0.059064	 -0.057553	  0.803028	  0.034038	 -0.032971	  0.625441	 -0.055375	  0.031675	  0.441294	  0.058507	  0.042053	  0.388707	  0.051556	  0.052413	  0.255756	  0.013032	  0.051525	  0.075111	  0.066327	 -0.037137	  0.026179	  0.039862	 -0.085671	  0.885559	  0.372146	 -0.055978	  0.820164	  0.400917	 -0.057490	  0.626073	  0.487620	 -0.013020	  0.442088	  0.373342	  0.003933	  0.381232	  0.380251	  0.025265	  0.250894	  0.413409	  0.045047	  0.078250	  0.352168	 -0.058360	  0.026356	  0.379469	  0.111726	  0.028547	  0.122663	  0.101472	  0.018466	  0.284390	 -0.008634	  1.331755	  0.047903	  0.090293	  1.350281	  0.218646	  0.013696	  1.323549	  0.401429	
    47	0.470	  0.101022	  0.898763	  0.209507	 -0.083247	  0.877139	  0.059061	 -0.057542	  0.803027	  0.034025	 -0.032987	  0.625436	 -0.055393	  0.031701	  0.441302	  0.058504	  0.042070	  0.388713	  0.051550	  0.052453	  0.255746	  0.013002	  0.051525	  0.075105	  0.066342	 -0.037140	  0.026171	  0.039875	 -0.085667	  0.885541	  0.372133	 -0.055965	  0.820166	  0.400916	 -0.057467	  0.626099	  0.487630	 -0.012985	  0.442090	  0.373343	  0.003954	  0.381237	  0.380245	  0.025270	  0.250890	  0.413406	  0.045056	  0.078244	  0.352173	 -0.058378	  0.026351	  0.379478	  0.111694	  0.028529	  0.122652	  0.101491	  0.018479	  0.284393	 -0.008663	  1.331753	  0.047878	  0.090245	  1.350307	  0.218612	  0.013663	  1.323569	  0.401414	
    48	0.480	  0.101019	  0.898757	  0.209449	 -0.083293	  0.877155	  0.059058	 -0.057543	  0.803024	  0.034021	 -0.033017	  0.625432	 -0.055418	  0.031695	  0.441295	  0.058497	  0.042054	  0.388716	  0.051535	  0.052438	  0.255752	  0.012999	  0.051532	  0.075108	  0.066341	 -0.037128	  0.026175	  0.039863	 -0.085654	  0.885531	  0.372135	 -0.055973	  0.820184	  0.400903	 -0.057407	  0.626112	  0.487635	 -0.012963	  0.442084	  0.373338	  0.003968	  0.381249	  0.380239	  0.025265	  0.250899	  0.413392	  0.045046	  0.078245	  0.352170	 -0.058373	  0.026346	  0.379483	  0.111689	  0.028525	  0.122647	  0.101481	  0.018465	  0.284376	 -0.008720	  1.331755	  0.047862	  0.090190	  1.350318	  0.218578	  0.013601	  1.323582	  0.401383	
    49	0.490	  0.101028	  0.898753	  0.209407	 -0.083312	  0.877148	  0.059061	 -0.057545	  0.803023	  0.034028	 -0.033040	  0.625428	 -0.055448	  0.031709	  0.441288	  0.058482	  0.042052	  0.388723	  0.051528	  0.052438	  0.255759	  0.012990	  0.051514	  0.075113	  0.066331	 -0.037102	  0.026187	  0.039859	 -0.085671	  0.885539	  0.372128	 -0.055945	  0.820181	  0.400891	 -0.057370	  0.626110	  0.487618	 -0.012958	  0.442093	  0.373330	  0.003993	  0.381261	  0.380224	  0.025274	  0.250902	  0.413373	  0.045035	  0.078246	  0.352172	 -0.058353	  0.026352	  0.379483	  0.111730	  0.028544	  0.122649	  0.101478	  0.018458	  0.284368	 -0.008756	  1.331741	  0.047848	  0.090132	  1.350330	  0.218550	  0.013552	  1.323591	  0.401357	
    50	0.500	  0.100999	  0.898752	  0.209380	 -0.083315	  0.877141	  0.059057	 -0.057574	  0.803030	  0.034014	 -0.033051	  0.625435	 -0.055461	  0.031731	  0.441292	  0.058485	  0.042059	  0.388724	  0.051521	  0.052457	  0.255737	  0.012979	  0.051506	  0.075107	  0.066318	 -0.037123	  0.026200	  0.039872	 -0.085686	  0.885543	  0.372135	 -0.055937	  0.820181	  0.400872	 -0.057339	  0.626096	  0.487615	 -0.012943	  0.442115	  0.373312	  0.004009	  0.381266	  0.380216	  0.025294	  0.250892	  0.413372	  0.045045	  0.078266	  0.352167	 -0.058363	  0.026353	  0.379473	  0.111742	  0.028553	  0.122645	  0.101484	  0.018473	  0.284363	 -0.008793	  1.331732	  0.047818	  0.090096	  1.350343	  0.218529	  0.013499	  1.323594	  0.401328	
    51	0.510	  0.100990	  0.898772	  0.209353	 -0.083280	  0.877123	  0.059036	 -0.057588	  0.803033	  0.033994	 -0.033072	  0.625435	 -0.055455	  0.031735	  0.441291	  0.058456	  0.042069	  0.388722	  0.051516	  0.052460	  0.255721	  0.012981	  0.051531	  0.075116	  0.066329	 -0.037132	  0.026175	  0.039884	 -0.085663	  0.885534	  0.372141	 -0.055931	  0.820172	  0.400864	 -0.057310	  0.626096	  0.487612	 -0.012921	  0.442118	  0.373307	  0.004032	  0.381269	  0.380220	  0.025292	  0.250900	  0.413389	  0.045056	  0.078271	  0.352164	 -0.058366	  0.026344	  0.379491	  0.111749	  0.028563	  0.122648	  0.101459	  0.018474	  0.284371	 -0.008837	  1.331727	  0.047790	  0.090049	  1.350358	  0.218502	  0.013446	  1.323607	  0.401289	
