BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	22
Frequency:    	100 Hz
Frames:       	583
Start time:   	0.000

 Frame	 Time	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	   r met.X	   r met.Y	   r met.Z	  l asis.X	  l asis.Y	  l asis.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	  l heel.X	  l heel.Y	  l heel.Z	r should.X	r should.Y	r should.Z	      c7.X	      c7.Y	      c7.Z	l should.X	l should.Y	l should.Z	
   503	5.030	  0.093615	  0.899214	  0.210087	 -0.089438	  0.875984	  0.058677	 -0.063380	  0.802478	  0.034329	 -0.036675	  0.625187	 -0.055746	  0.028030	  0.441235	  0.058777	  0.039420	  0.388462	  0.051714	  0.049771	  0.256038	  0.013227	  0.051053	  0.075400	  0.066658	 -0.037314	  0.026234	  0.040021	 -0.093162	  0.883454	  0.370796	 -0.063738	  0.819255	  0.400373	 -0.063759	  0.625258	  0.487577	 -0.016555	  0.441449	  0.372978	  0.000814	  0.380928	  0.380017	  0.023295	  0.250865	  0.413193	  0.044775	  0.078417	  0.352050	 -0.058387	  0.026336	  0.379460	  0.111614	  0.028880	  0.122894	  0.101332	  0.018594	  0.284321	 -0.018999	  1.330886	  0.047062	  0.079513	  1.350836	  0.219523	  0.000700	  1.321811	  0.401630	
   504	5.040	  0.093681	  0.899198	  0.210129	 -0.089385	  0.875993	  0.058715	 -0.063353	  0.802487	  0.034373	 -0.036653	  0.625207	 -0.055708	  0.028075	  0.441253	  0.058808	  0.039432	  0.388459	  0.051740	  0.049803	  0.256033	  0.013246	  0.051052	  0.075411	  0.066642	 -0.037294	  0.026227	  0.040015	 -0.093065	  0.883445	  0.370850	 -0.063719	  0.819260	  0.400410	 -0.063695	  0.625258	  0.487619	 -0.016530	  0.441425	  0.372987	  0.000817	  0.380913	  0.380038	  0.023307	  0.250851	  0.413207	  0.044778	  0.078411	  0.352061	 -0.058392	  0.026337	  0.379460	  0.111591	  0.028871	  0.122893	  0.101352	  0.018598	  0.284320	 -0.018885	  1.330853	  0.047066	  0.079571	  1.350845	  0.219525	  0.000749	  1.321824	  0.401626	
   505	5.050	  0.093729	  0.899194	  0.210166	 -0.089330	  0.876004	  0.058756	 -0.063351	  0.802492	  0.034411	 -0.036611	  0.625223	 -0.055671	  0.028118	  0.441245	  0.058819	  0.039459	  0.388464	  0.051761	  0.049818	  0.256025	  0.013262	  0.051052	  0.075395	  0.066622	 -0.037294	  0.026240	  0.040013	 -0.093008	  0.883452	  0.370916	 -0.063671	  0.819258	  0.400453	 -0.063649	  0.625249	  0.487649	 -0.016508	  0.441425	  0.373011	  0.000822	  0.380898	  0.380057	  0.023307	  0.250846	  0.413238	  0.044784	  0.078412	  0.352053	 -0.058378	  0.026344	  0.379468	  0.111582	  0.028852	  0.122883	  0.101363	  0.018592	  0.284330	 -0.018771	  1.330819	  0.047071	  0.079642	  1.350861	  0.219522	  0.000835	  1.321843	  0.401624	
   506	5.060	  0.093778	  0.899199	  0.210206	 -0.089299	  0.876018	  0.058800	 -0.063327	  0.802490	  0.034436	 -0.036572	  0.625234	 -0.055646	  0.028141	  0.441248	  0.058836	  0.039499	  0.388459	  0.051763	  0.049821	  0.256033	  0.013284	  0.051056	  0.075399	  0.066633	 -0.037297	  0.026253	  0.040009	 -0.092982	  0.883468	  0.370967	 -0.063611	  0.819250	  0.400490	 -0.063620	  0.625235	  0.487671	 -0.016476	  0.441438	  0.373036	  0.000862	  0.380900	  0.380073	  0.023336	  0.250846	  0.413267	  0.044799	  0.078411	  0.352059	 -0.058364	  0.026341	  0.379479	  0.111602	  0.028849	  0.122876	  0.101354	  0.018582	  0.284328	 -0.018683	  1.330790	  0.047065	  0.079719	  1.350862	  0.219513	  0.000894	  1.321860	  0.401621	
   507	5.070	  0.093848	  0.899199	  0.210261	 -0.089241	  0.876037	  0.058835	 -0.063309	  0.802510	  0.034462	 -0.036547	  0.625239	 -0.055638	  0.028161	  0.441249	  0.058862	  0.039534	  0.388451	  0.051779	  0.049829	  0.256043	  0.013292	  0.051051	  0.075397	  0.066635	 -0.037304	  0.026242	  0.040003	 -0.092910	  0.883450	  0.371026	 -0.063565	  0.819247	  0.400510	 -0.063595	  0.625236	  0.487689	 -0.016452	  0.441436	  0.373056	  0.000870	  0.380912	  0.380081	  0.023342	  0.250836	  0.413283	  0.044795	  0.078404	  0.352063	 -0.058362	  0.026340	  0.379476	  0.111572	  0.028838	  0.122870	  0.101354	  0.018594	  0.284315	 -0.018617	  1.330754	  0.047063	  0.079777	  1.350855	  0.219507	  0.000960	  1.321882	  0.401620	
   508	5.080	  0.093896	  0.899174	  0.210294	 -0.089196	  0.876057	  0.058873	 -0.063285	  0.802521	  0.034492	 -0.036531	  0.625253	 -0.055608	  0.028198	  0.441256	  0.058880	  0.039559	  0.388441	  0.051788	  0.049861	  0.256052	  0.013304	  0.051076	  0.075408	  0.066649	 -0.037304	  0.026240	  0.039997	 -0.092848	  0.883469	  0.371057	 -0.063527	  0.819258	  0.400528	 -0.063591	  0.625230	  0.487707	 -0.016418	  0.441438	  0.373085	  0.000910	  0.380905	  0.380089	  0.023359	  0.250832	  0.413294	  0.044790	  0.078395	  0.352054	 -0.058390	  0.026342	  0.379463	  0.111570	  0.028836	  0.122849	  0.101363	  0.018591	  0.284313	 -0.018547	  1.330706	  0.047063	  0.079818	  1.350868	  0.219506	  0.001028	  1.321900	  0.401629	
   509	5.090	  0.093939	  0.899167	  0.210337	 -0.089158	  0.876071	  0.058913	 -0.063252	  0.802539	  0.034526	 -0.036497	  0.625284	 -0.055573	  0.028213	  0.441255	  0.058897	  0.039586	  0.388443	  0.051814	  0.049894	  0.256054	  0.013314	  0.051087	  0.075397	  0.066666	 -0.037261	  0.026237	  0.040002	 -0.092797	  0.883511	  0.371107	 -0.063522	  0.819268	  0.400564	 -0.063579	  0.625217	  0.487727	 -0.016366	  0.441455	  0.373110	  0.000944	  0.380900	  0.380102	  0.023377	  0.250843	  0.413303	  0.044804	  0.078390	  0.352061	 -0.058383	  0.026352	  0.379477	  0.111570	  0.028840	  0.122849	  0.101358	  0.018594	  0.284321	 -0.018429	  1.330660	  0.047057	  0.079880	  1.350859	  0.219492	  0.001108	  1.321923	  0.401616	
   510	5.100	  0.094001	  0.899177	  0.210381	 -0.089121	  0.876070	  0.058943	 -0.063243	  0.802565	  0.034562	 -0.036476	  0.625318	 -0.055548	  0.028233	  0.441252	  0.058914	  0.039606	  0.388449	  0.051835	  0.049930	  0.256058	  0.013329	  0.051089	  0.075395	  0.066661	 -0.037249	  0.026236	  0.040006	 -0.092742	  0.883541	  0.371153	 -0.063472	  0.819274	  0.400601	 -0.063563	  0.625204	  0.487745	 -0.016306	  0.441469	  0.373144	  0.000971	  0.380895	  0.380117	  0.023430	  0.250839	  0.413324	  0.044809	  0.078386	  0.352067	 -0.058367	  0.026354	  0.379462	  0.111570	  0.028851	  0.122851	  0.101349	  0.018596	  0.284323	 -0.018296	  1.330626	  0.047061	  0.079941	  1.350859	  0.219475	  0.001163	  1.321937	  0.401607	
   511	5.110	  0.094070	  0.899195	  0.210434	 -0.089037	  0.876079	  0.059000	 -0.063193	  0.802561	  0.034595	 -0.036439	  0.625340	 -0.055536	  0.028287	  0.441250	  0.058927	  0.039612	  0.388446	  0.051859	  0.049930	  0.256068	  0.013328	  0.051082	  0.075402	  0.066646	 -0.037230	  0.026238	  0.040005	 -0.092666	  0.883564	  0.371193	 -0.063381	  0.819279	  0.400632	 -0.063506	  0.625213	  0.487775	 -0.016251	  0.441457	  0.373153	  0.001020	  0.380900	  0.380128	  0.023458	  0.250837	  0.413323	  0.044794	  0.078403	  0.352065	 -0.058377	  0.026353	  0.379449	  0.111571	  0.028853	  0.122846	  0.101359	  0.018590	  0.284320	 -0.018197	  1.330584	  0.047057	  0.080003	  1.350868	  0.219472	  0.001222	  1.321964	  0.401603	
   512	5.120	  0.094136	  0.899194	  0.210461	 -0.088972	  0.876093	  0.059053	 -0.063147	  0.802565	  0.034617	 -0.036405	  0.625342	 -0.055500	  0.028310	  0.441252	  0.058957	  0.039644	  0.388444	  0.051870	  0.049959	  0.256091	  0.013348	  0.051096	  0.075425	  0.066633	 -0.037235	  0.026250	  0.039993	 -0.092556	  0.883581	  0.371225	 -0.063317	  0.819283	  0.400660	 -0.063419	  0.625231	  0.487814	 -0.016230	  0.441458	  0.373177	  0.001067	  0.380898	  0.380151	  0.023471	  0.250824	  0.413341	  0.044803	  0.078412	  0.352068	 -0.058363	  0.026355	  0.379456	  0.111600	  0.028850	  0.122856	  0.101372	  0.018570	  0.284310	 -0.018128	  1.330539	  0.047050	  0.080039	  1.350877	  0.219466	  0.001300	  1.321995	  0.401598	
   513	5.130	  0.094214	  0.899190	  0.210501	 -0.088924	  0.876091	  0.059087	 -0.063126	  0.802581	  0.034659	 -0.036379	  0.625351	 -0.055462	  0.028317	  0.441240	  0.058978	  0.039683	  0.388454	  0.051884	  0.049996	  0.256099	  0.013356	  0.051100	  0.075423	  0.066637	 -0.037233	  0.026272	  0.039983	 -0.092457	  0.883596	  0.371278	 -0.063265	  0.819286	  0.400683	 -0.063363	  0.625244	  0.487850	 -0.016161	  0.441468	  0.373226	  0.001108	  0.380902	  0.380169	  0.023508	  0.250819	  0.413363	  0.044829	  0.078420	  0.352061	 -0.058364	  0.026357	  0.379458	  0.111566	  0.028822	  0.122844	  0.101393	  0.018589	  0.284320	 -0.018048	  1.330512	  0.047044	  0.080096	  1.350885	  0.219448	  0.001352	  1.322019	  0.401590	
   514	5.140	  0.094273	  0.899195	  0.210527	 -0.088866	  0.876091	  0.059123	 -0.063108	  0.802591	  0.034704	 -0.036377	  0.625373	 -0.055430	  0.028313	  0.441239	  0.058992	  0.039730	  0.388474	  0.051889	  0.049992	  0.256084	  0.013373	  0.051106	  0.075433	  0.066638	 -0.037193	  0.026272	  0.039987	 -0.092398	  0.883629	  0.371342	 -0.063233	  0.819291	  0.400720	 -0.063292	  0.625268	  0.487896	 -0.016116	  0.441477	  0.373253	  0.001128	  0.380900	  0.380175	  0.023543	  0.250808	  0.413386	  0.044848	  0.078424	  0.352058	 -0.058372	  0.026378	  0.379450	  0.111544	  0.028806	  0.122831	  0.101390	  0.018584	  0.284324	 -0.017960	  1.330488	  0.047033	  0.080151	  1.350883	  0.219446	  0.001404	  1.322041	  0.401578	
   515	5.150	  0.094327	  0.899202	  0.210586	 -0.088803	  0.876097	  0.059154	 -0.063067	  0.802601	  0.034735	 -0.036380	  0.625379	 -0.055389	  0.028320	  0.441254	  0.059014	  0.039738	  0.388472	  0.051899	  0.050047	  0.256100	  0.013369	  0.051100	  0.075432	  0.066647	 -0.037185	  0.026265	  0.039980	 -0.092333	  0.883633	  0.371394	 -0.063180	  0.819289	  0.400764	 -0.063200	  0.625307	  0.487942	 -0.016079	  0.441489	  0.373274	  0.001167	  0.380900	  0.380191	  0.023570	  0.250797	  0.413406	  0.044851	  0.078419	  0.352061	 -0.058362	  0.026381	  0.379460	  0.111561	  0.028806	  0.122833	  0.101386	  0.018587	  0.284320	 -0.017877	  1.330456	  0.047022	  0.080240	  1.350888	  0.219442	  0.001443	  1.322053	  0.401560	
   516	5.160	  0.094398	  0.899210	  0.210625	 -0.088771	  0.876103	  0.059182	 -0.063021	  0.802616	  0.034759	 -0.036368	  0.625390	 -0.055344	  0.028378	  0.441257	  0.059039	  0.039762	  0.388458	  0.051916	  0.050081	  0.256116	  0.013372	  0.051091	  0.075429	  0.066645	 -0.037186	  0.026274	  0.039984	 -0.092304	  0.883666	  0.371437	 -0.063106	  0.819295	  0.400811	 -0.063125	  0.625329	  0.487981	 -0.016052	  0.441507	  0.373291	  0.001208	  0.380895	  0.380212	  0.023602	  0.250797	  0.413419	  0.044856	  0.078417	  0.352059	 -0.058374	  0.026391	  0.379461	  0.111572	  0.028815	  0.122822	  0.101400	  0.018598	  0.284326	 -0.017769	  1.330413	  0.047002	  0.080292	  1.350908	  0.219431	  0.001516	  1.322063	  0.401542	
   517	5.170	  0.094478	  0.899219	  0.210674	 -0.088726	  0.876105	  0.059215	 -0.062962	  0.802624	  0.034785	 -0.036360	  0.625405	 -0.055316	  0.028449	  0.441261	  0.059060	  0.039769	  0.388471	  0.051927	  0.050100	  0.256128	  0.013386	  0.051126	  0.075430	  0.066656	 -0.037176	  0.026288	  0.039983	 -0.092287	  0.883724	  0.371486	 -0.063021	  0.819304	  0.400841	 -0.063035	  0.625337	  0.488026	 -0.016043	  0.441500	  0.373322	  0.001243	  0.380895	  0.380242	  0.023626	  0.250794	  0.413430	  0.044852	  0.078419	  0.352062	 -0.058372	  0.026383	  0.379464	  0.111590	  0.028811	  0.122842	  0.101420	  0.018601	  0.284328	 -0.017683	  1.330366	  0.046990	  0.080336	  1.350922	  0.219421	  0.001584	  1.322086	  0.401520	
   518	5.180	  0.094549	  0.899220	  0.210726	 -0.088675	  0.876103	  0.059244	 -0.062917	  0.802624	  0.034822	 -0.036358	  0.625412	 -0.055294	  0.028465	  0.441265	  0.059098	  0.039800	  0.388495	  0.051956	  0.050113	  0.256138	  0.013396	  0.051176	  0.075448	  0.066665	 -0.037165	  0.026288	  0.039979	 -0.092216	  0.883758	  0.371523	 -0.062942	  0.819305	  0.400869	 -0.062965	  0.625328	  0.488061	 -0.016013	  0.441501	  0.373351	  0.001262	  0.380887	  0.380261	  0.023636	  0.250795	  0.413448	  0.044861	  0.078417	  0.352070	 -0.058355	  0.026395	  0.379462	  0.111603	  0.028801	  0.122845	  0.101398	  0.018597	  0.284319	 -0.017599	  1.330326	  0.046977	  0.080414	  1.350937	  0.219396	  0.001649	  1.322115	  0.401494	
   519	5.190	  0.094613	  0.899221	  0.210761	 -0.088603	  0.876098	  0.059276	 -0.062887	  0.802637	  0.034858	 -0.036312	  0.625436	 -0.055244	  0.028510	  0.441259	  0.059121	  0.039848	  0.388491	  0.051968	  0.050158	  0.256130	  0.013414	  0.051180	  0.075445	  0.066641	 -0.037170	  0.026291	  0.039991	 -0.092179	  0.883782	  0.371535	 -0.062902	  0.819299	  0.400913	 -0.062934	  0.625312	  0.488079	 -0.015974	  0.441513	  0.373393	  0.001264	  0.380892	  0.380277	  0.023664	  0.250792	  0.413459	  0.044863	  0.078419	  0.352078	 -0.058343	  0.026390	  0.379466	  0.111578	  0.028788	  0.122836	  0.101404	  0.018614	  0.284323	 -0.017517	  1.330287	  0.046966	  0.080507	  1.350941	  0.219379	  0.001693	  1.322142	  0.401456	
   520	5.200	  0.094698	  0.899229	  0.210802	 -0.088531	  0.876097	  0.059310	 -0.062826	  0.802642	  0.034894	 -0.036249	  0.625448	 -0.055199	  0.028512	  0.441261	  0.059115	  0.039897	  0.388496	  0.051984	  0.050203	  0.256126	  0.013421	  0.051159	  0.075446	  0.066638	 -0.037147	  0.026295	  0.039978	 -0.092158	  0.883802	  0.371563	 -0.062858	  0.819302	  0.400951	 -0.062936	  0.625304	  0.488092	 -0.015956	  0.441515	  0.373410	  0.001267	  0.380880	  0.380291	  0.023672	  0.250786	  0.413476	  0.044872	  0.078427	  0.352073	 -0.058357	  0.026395	  0.379474	  0.111588	  0.028779	  0.122837	  0.101408	  0.018610	  0.284321	 -0.017451	  1.330243	  0.046944	  0.080568	  1.350926	  0.219359	  0.001752	  1.322177	  0.401426	
   521	5.210	  0.094788	  0.899234	  0.210858	 -0.088461	  0.876086	  0.059345	 -0.062787	  0.802645	  0.034925	 -0.036206	  0.625459	 -0.055161	  0.028514	  0.441278	  0.059135	  0.039945	  0.388498	  0.052008	  0.050220	  0.256140	  0.013428	  0.051186	  0.075441	  0.066641	 -0.037123	  0.026305	  0.039955	 -0.092078	  0.883834	  0.371602	 -0.062820	  0.819310	  0.400990	 -0.062914	  0.625304	  0.488112	 -0.015928	  0.441514	  0.373422	  0.001294	  0.380875	  0.380295	  0.023677	  0.250782	  0.413492	  0.044877	  0.078415	  0.352067	 -0.058374	  0.026405	  0.379457	  0.111594	  0.028766	  0.122833	  0.101393	  0.018604	  0.284328	 -0.017366	  1.330192	  0.046910	  0.080638	  1.350918	  0.219354	  0.001834	  1.322192	  0.401415	
   522	5.220	  0.094866	  0.899238	  0.210894	 -0.088389	  0.876066	  0.059384	 -0.062730	  0.802659	  0.034947	 -0.036149	  0.625471	 -0.055137	  0.028581	  0.441283	  0.059158	  0.039988	  0.388501	  0.052022	  0.050261	  0.256145	  0.013433	  0.051207	  0.075452	  0.066633	 -0.037119	  0.026320	  0.039952	 -0.092033	  0.883860	  0.371640	 -0.062732	  0.819310	  0.401036	 -0.062877	  0.625306	  0.488137	 -0.015920	  0.441515	  0.373453	  0.001292	  0.380884	  0.380316	  0.023699	  0.250766	  0.413504	  0.044880	  0.078422	  0.352075	 -0.058365	  0.026402	  0.379446	  0.111554	  0.028756	  0.122836	  0.101381	  0.018592	  0.284338	 -0.017280	  1.330147	  0.046888	  0.080740	  1.350937	  0.219329	  0.001908	  1.322218	  0.401405	
   523	5.230	  0.094919	  0.899247	  0.210925	 -0.088338	  0.876058	  0.059408	 -0.062680	  0.802658	  0.034972	 -0.036112	  0.625461	 -0.055118	  0.028635	  0.441276	  0.059177	  0.040026	  0.388520	  0.052032	  0.050322	  0.256156	  0.013444	  0.051189	  0.075446	  0.066637	 -0.037128	  0.026315	  0.039965	 -0.091996	  0.883868	  0.371666	 -0.062676	  0.819320	  0.401076	 -0.062839	  0.625327	  0.488164	 -0.015883	  0.441518	  0.373479	  0.001325	  0.380888	  0.380330	  0.023723	  0.250767	  0.413529	  0.044891	  0.078420	  0.352105	 -0.058344	  0.026402	  0.379439	  0.111562	  0.028754	  0.122844	  0.101401	  0.018611	  0.284357	 -0.017180	  1.330109	  0.046878	  0.080845	  1.350956	  0.219311	  0.001975	  1.322264	  0.401382	
   524	5.240	  0.094976	  0.899252	  0.210947	 -0.088273	  0.876046	  0.059435	 -0.062634	  0.802657	  0.034998	 -0.036062	  0.625453	 -0.055076	  0.028677	  0.441281	  0.059219	  0.040050	  0.388526	  0.052052	  0.050354	  0.256159	  0.013455	  0.051203	  0.075435	  0.066645	 -0.037147	  0.026312	  0.039969	 -0.091937	  0.883882	  0.371697	 -0.062627	  0.819332	  0.401107	 -0.062776	  0.625347	  0.488204	 -0.015832	  0.441528	  0.373500	  0.001352	  0.380875	  0.380332	  0.023730	  0.250755	  0.413536	  0.044899	  0.078422	  0.352121	 -0.058339	  0.026416	  0.379439	  0.111582	  0.028766	  0.122845	  0.101409	  0.018612	  0.284344	 -0.017110	  1.330065	  0.046863	  0.080913	  1.350962	  0.219282	  0.002017	  1.322291	  0.401364	
   525	5.250	  0.095051	  0.899234	  0.210989	 -0.088183	  0.876029	  0.059462	 -0.062613	  0.802673	  0.035020	 -0.036013	  0.625452	 -0.055049	  0.028719	  0.441291	  0.059223	  0.040071	  0.388537	  0.052056	  0.050399	  0.256141	  0.013474	  0.051167	  0.075442	  0.066647	 -0.037141	  0.026306	  0.039970	 -0.091895	  0.883907	  0.371726	 -0.062554	  0.819320	  0.401141	 -0.062699	  0.625347	  0.488244	 -0.015817	  0.441524	  0.373524	  0.001374	  0.380867	  0.380349	  0.023739	  0.250754	  0.413549	  0.044906	  0.078420	  0.352123	 -0.058347	  0.026391	  0.379452	  0.111590	  0.028757	  0.122835	  0.101403	  0.018608	  0.284334	 -0.017068	  1.330026	  0.046837	  0.080978	  1.350968	  0.219268	  0.002062	  1.322322	  0.401333	
   526	5.260	  0.095110	  0.899237	  0.211060	 -0.088103	  0.875997	  0.059505	 -0.062579	  0.802690	  0.035040	 -0.035956	  0.625450	 -0.054993	  0.028767	  0.441301	  0.059241	  0.040098	  0.388546	  0.052075	  0.050439	  0.256150	  0.013479	  0.051158	  0.075446	  0.066649	 -0.037154	  0.026310	  0.039957	 -0.091903	  0.883937	  0.371762	 -0.062472	  0.819308	  0.401187	 -0.062648	  0.625346	  0.488274	 -0.015810	  0.441516	  0.373535	  0.001385	  0.380875	  0.380370	  0.023764	  0.250740	  0.413571	  0.044898	  0.078413	  0.352119	 -0.058350	  0.026387	  0.379457	  0.111608	  0.028760	  0.122836	  0.101401	  0.018606	  0.284348	 -0.016950	  1.329980	  0.046820	  0.081038	  1.350968	  0.219253	  0.002096	  1.322359	  0.401293	
   527	5.270	  0.095191	  0.899269	  0.211108	 -0.088037	  0.875976	  0.059538	 -0.062512	  0.802701	  0.035062	 -0.035875	  0.625471	 -0.054950	  0.028802	  0.441290	  0.059264	  0.040126	  0.388544	  0.052088	  0.050453	  0.256164	  0.013478	  0.051203	  0.075430	  0.066664	 -0.037174	  0.026332	  0.039967	 -0.091926	  0.883971	  0.371792	 -0.062431	  0.819315	  0.401219	 -0.062612	  0.625352	  0.488312	 -0.015793	  0.441526	  0.373559	  0.001386	  0.380875	  0.380388	  0.023764	  0.250733	  0.413590	  0.044873	  0.078411	  0.352112	 -0.058355	  0.026399	  0.379461	  0.111642	  0.028772	  0.122846	  0.101396	  0.018585	  0.284345	 -0.016859	  1.329929	  0.046808	  0.081118	  1.350971	  0.219237	  0.002134	  1.322403	  0.401266	
   528	5.280	  0.095271	  0.899270	  0.211139	 -0.087967	  0.875969	  0.059541	 -0.062439	  0.802710	  0.035082	 -0.035802	  0.625483	 -0.054916	  0.028838	  0.441290	  0.059290	  0.040126	  0.388540	  0.052093	  0.050475	  0.256170	  0.013476	  0.051228	  0.075440	  0.066677	 -0.037188	  0.026315	  0.039974	 -0.091880	  0.883969	  0.371810	 -0.062390	  0.819326	  0.401252	 -0.062595	  0.625362	  0.488334	 -0.015769	  0.441540	  0.373592	  0.001390	  0.380871	  0.380405	  0.023766	  0.250717	  0.413594	  0.044882	  0.078422	  0.352117	 -0.058362	  0.026391	  0.379450	  0.111641	  0.028778	  0.122839	  0.101409	  0.018579	  0.284344	 -0.016806	  1.329883	  0.046788	  0.081168	  1.350971	  0.219221	  0.002157	  1.322434	  0.401229	
   529	5.290	  0.095330	  0.899269	  0.211170	 -0.087921	  0.875964	  0.059554	 -0.062403	  0.802710	  0.035103	 -0.035756	  0.625493	 -0.054888	  0.028862	  0.441302	  0.059308	  0.040147	  0.388550	  0.052107	  0.050447	  0.256195	  0.013479	  0.051210	  0.075441	  0.066675	 -0.037196	  0.026307	  0.039975	 -0.091840	  0.883963	  0.371831	 -0.062351	  0.819324	  0.401305	 -0.062600	  0.625345	  0.488340	 -0.015745	  0.441522	  0.373598	  0.001402	  0.380865	  0.380420	  0.023761	  0.250712	  0.413615	  0.044891	  0.078423	  0.352135	 -0.058364	  0.026377	  0.379463	  0.111626	  0.028757	  0.122841	  0.101410	  0.018572	  0.284351	 -0.016700	  1.329834	  0.046754	  0.081225	  1.350970	  0.219190	  0.002209	  1.322460	  0.401200	
   530	5.300	  0.095400	  0.899262	  0.211206	 -0.087856	  0.875957	  0.059590	 -0.062397	  0.802738	  0.035128	 -0.035734	  0.625514	 -0.054865	  0.028835	  0.441295	  0.059314	  0.040140	  0.388553	  0.052121	  0.050434	  0.256200	  0.013486	  0.051167	  0.075425	  0.066678	 -0.037201	  0.026299	  0.039969	 -0.091839	  0.883995	  0.371833	 -0.062304	  0.819318	  0.401343	 -0.062576	  0.625332	  0.488367	 -0.015758	  0.441515	  0.373617	  0.001408	  0.380862	  0.380437	  0.023747	  0.250704	  0.413641	  0.044897	  0.078413	  0.352137	 -0.058374	  0.026381	  0.379468	  0.111598	  0.028724	  0.122827	  0.101408	  0.018588	  0.284342	 -0.016573	  1.329782	  0.046725	  0.081299	  1.350969	  0.219163	  0.002277	  1.322498	  0.401183	
   531	5.310	  0.095472	  0.899253	  0.211226	 -0.087794	  0.875953	  0.059627	 -0.062365	  0.802752	  0.035154	 -0.035716	  0.625532	 -0.054836	  0.028871	  0.441291	  0.059331	  0.040131	  0.388556	  0.052132	  0.050443	  0.256191	  0.013491	  0.051170	  0.075399	  0.066673	 -0.037196	  0.026293	  0.039975	 -0.091793	  0.884006	  0.371856	 -0.062261	  0.819312	  0.401379	 -0.062547	  0.625336	  0.488400	 -0.015756	  0.441509	  0.373653	  0.001412	  0.380853	  0.380442	  0.023737	  0.250696	  0.413647	  0.044889	  0.078398	  0.352135	 -0.058378	  0.026378	  0.379460	  0.111617	  0.028723	  0.122809	  0.101392	  0.018582	  0.284348	 -0.016530	  1.329744	  0.046709	  0.081342	  1.350960	  0.219135	  0.002335	  1.322525	  0.401137	
   532	5.320	  0.095559	  0.899254	  0.211268	 -0.087748	  0.875948	  0.059648	 -0.062285	  0.802746	  0.035183	 -0.035709	  0.625543	 -0.054799	  0.028900	  0.441295	  0.059341	  0.040131	  0.388553	  0.052152	  0.050440	  0.256202	  0.013494	  0.051206	  0.075396	  0.066676	 -0.037210	  0.026299	  0.039990	 -0.091754	  0.884031	  0.371868	 -0.062173	  0.819305	  0.401413	 -0.062533	  0.625366	  0.488426	 -0.015761	  0.441496	  0.373667	  0.001426	  0.380854	  0.380464	  0.023735	  0.250682	  0.413641	  0.044888	  0.078392	  0.352143	 -0.058387	  0.026371	  0.379450	  0.111594	  0.028715	  0.122823	  0.101362	  0.018563	  0.284341	 -0.016449	  1.329692	  0.046690	  0.081401	  1.350947	  0.219098	  0.002393	  1.322546	  0.401101	
   533	5.330	  0.095628	  0.899252	  0.211297	 -0.087687	  0.875915	  0.059679	 -0.062264	  0.802758	  0.035198	 -0.035696	  0.625544	 -0.054779	  0.028928	  0.441288	  0.059374	  0.040137	  0.388548	  0.052167	  0.050451	  0.256203	  0.013508	  0.051221	  0.075411	  0.066688	 -0.037232	  0.026288	  0.039991	 -0.091691	  0.884048	  0.371894	 -0.062105	  0.819305	  0.401450	 -0.062516	  0.625382	  0.488442	 -0.015785	  0.441501	  0.373687	  0.001431	  0.380848	  0.380481	  0.023722	  0.250664	  0.413651	  0.044896	  0.078379	  0.352138	 -0.058370	  0.026375	  0.379456	  0.111615	  0.028719	  0.122826	  0.101360	  0.018559	  0.284337	 -0.016347	  1.329647	  0.046665	  0.081461	  1.350958	  0.219079	  0.002449	  1.322576	  0.401066	
   534	5.340	  0.095668	  0.899236	  0.211315	 -0.087629	  0.875905	  0.059713	 -0.062244	  0.802778	  0.035229	 -0.035710	  0.625536	 -0.054756	  0.028940	  0.441284	  0.059403	  0.040149	  0.388555	  0.052173	  0.050458	  0.256192	  0.013511	  0.051226	  0.075402	  0.066683	 -0.037252	  0.026291	  0.040002	 -0.091650	  0.884054	  0.371932	 -0.062068	  0.819297	  0.401480	 -0.062487	  0.625380	  0.488453	 -0.015772	  0.441500	  0.373697	  0.001432	  0.380833	  0.380488	  0.023730	  0.250662	  0.413673	  0.044882	  0.078367	  0.352137	 -0.058377	  0.026377	  0.379462	  0.111628	  0.028748	  0.122821	  0.101358	  0.018564	  0.284345	 -0.016287	  1.329618	  0.046635	  0.081515	  1.350960	  0.219060	  0.002498	  1.322600	  0.401028	
