BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	555
Start time:   	0.000

 Frame	 Time	      c7.X	      c7.Y	      c7.Z	r should.X	r should.Y	r should.Z	l should.X	l should.Y	l should.Z	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	  l asis.X	  l asis.Y	  l asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	  l heel.X	  l heel.Y	  l heel.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	   r met.X	   r met.Y	   r met.Z	    [P0].X	    [P0].Y	    [P0].Z	    [P1].X	    [P1].Y	    [P1].Z	
   163	1.630	  0.353291	  1.470836	  0.184274	  0.296008	  1.433239	  0.040751	  0.291687	  1.450727	  0.331089	  0.442415	  0.962016	  0.195822	  0.201034	  0.946247	  0.044495	  0.222996	  0.941373	  0.374337	  0.308870	  0.824277	  0.008047	  0.334141	  0.861444	  0.409938	  0.312043	  0.583748	 -0.058249	  0.293650	  0.479364	  0.043759	  0.288464	  0.549774	  0.466979	  0.316309	  0.481843	  0.364551	  0.321663	  0.430479	  0.369543	  0.307326	  0.437970	  0.040565	  0.319053	  0.291536	 -0.001706	  0.360465	  0.072403	  0.057085	  0.329455	  0.266934	  0.400472	  0.350615	  0.074492	  0.334391	  0.393403	  0.025277	  0.275532	  0.242646	  0.021915	  0.363439	  0.410438	  0.027719	  0.118582	  0.250090	  0.028898	  0.037049	  0.326682	  0.006411	  0.218892	 -0.242443	  0.009478	  0.183805	
   164	1.640	  0.353455	  1.470819	  0.184295	  0.296140	  1.433226	  0.040782	  0.291870	  1.450750	  0.331118	  0.442497	  0.962008	  0.195877	  0.200967	  0.946269	  0.044549	  0.223205	  0.941392	  0.374424	  0.308964	  0.824291	  0.008094	  0.334342	  0.861475	  0.409999	  0.312063	  0.583744	 -0.058203	  0.293680	  0.479371	  0.043787	  0.288492	  0.549757	  0.467007	  0.316353	  0.481809	  0.364589	  0.321720	  0.430485	  0.369569	  0.307423	  0.437992	  0.040605	  0.319076	  0.291546	 -0.001692	  0.360478	  0.072393	  0.057092	  0.329485	  0.266922	  0.400493	  0.350615	  0.074484	  0.334390	  0.393394	  0.025269	  0.275539	  0.242646	  0.021910	  0.363445	  0.410457	  0.027726	  0.118585	  0.250105	  0.028891	  0.037046	  0.326009	  0.006415	  0.218796	 -0.242519	  0.009478	  0.183844	
   165	1.650	  0.353575	  1.470805	  0.184326	  0.296255	  1.433201	  0.040816	  0.292020	  1.450775	  0.331146	  0.442601	  0.962000	  0.195923	  0.200959	  0.946292	  0.044619	  0.223387	  0.941406	  0.374510	  0.309028	  0.824303	  0.008146	  0.334517	  0.861478	  0.410057	  0.312082	  0.583731	 -0.058166	  0.293710	  0.479382	  0.043828	  0.288525	  0.549761	  0.467047	  0.316409	  0.481804	  0.364626	  0.321771	  0.430481	  0.369599	  0.307415	  0.437988	  0.040624	  0.319095	  0.291542	 -0.001669	  0.360467	  0.072391	  0.057098	  0.329504	  0.266908	  0.400509	  0.350636	  0.074475	  0.334409	  0.393370	  0.025248	  0.275538	  0.242640	  0.021908	  0.363441	  0.410456	  0.027711	  0.118590	  0.250116	  0.028899	  0.037057	  0.327376	  0.006400	  0.219497	 -0.242443	  0.009478	  0.183805	
   166	1.660	  0.353691	  1.470791	  0.184348	  0.296370	  1.433185	  0.040844	  0.292201	  1.450784	  0.331170	  0.442725	  0.961995	  0.195978	  0.201065	  0.946275	  0.044700	  0.223580	  0.941418	  0.374609	  0.309083	  0.824305	  0.008190	  0.334685	  0.861508	  0.410118	  0.312147	  0.583732	 -0.058118	  0.293753	  0.479385	  0.043862	  0.288575	  0.549792	  0.467086	  0.316466	  0.481815	  0.364655	  0.321835	  0.430477	  0.369629	  0.307413	  0.437975	  0.040654	  0.319115	  0.291543	 -0.001648	  0.360459	  0.072394	  0.057083	  0.329541	  0.266910	  0.400540	  0.350627	  0.074467	  0.334421	  0.393313	  0.025204	  0.275532	  0.242639	  0.021923	  0.363443	  0.410471	  0.027722	  0.118598	  0.250108	  0.028908	  0.037063	  0.326806	  0.006407	  0.219125	 -0.242482	  0.009478	  0.183826	
   167	1.670	  0.353869	  1.470793	  0.184384	  0.296480	  1.433169	  0.040866	  0.292340	  1.450774	  0.331196	  0.442861	  0.961997	  0.196047	  0.201155	  0.946287	  0.044762	  0.223697	  0.941422	  0.374688	  0.309185	  0.824298	  0.008234	  0.334888	  0.861544	  0.410183	  0.312143	  0.583727	 -0.058088	  0.293774	  0.479376	  0.043897	  0.288603	  0.549828	  0.467139	  0.316497	  0.481832	  0.364691	  0.321891	  0.430473	  0.369664	  0.307419	  0.437978	  0.040692	  0.319138	  0.291530	 -0.001635	  0.360480	  0.072395	  0.057076	  0.329588	  0.266890	  0.400546	  0.350638	  0.074482	  0.334425	  0.393327	  0.025201	  0.275544	  0.242631	  0.021913	  0.363449	  0.410462	  0.027716	  0.118588	  0.250062	  0.028912	  0.037046	  0.327290	  0.006402	  0.219375	 -0.242443	  0.009479	  0.183787	
   168	1.680	  0.353992	  1.470799	  0.184409	  0.296588	  1.433149	  0.040898	  0.292539	  1.450790	  0.331224	  0.443008	  0.961998	  0.196121	  0.201275	  0.946283	  0.044822	  0.223825	  0.941424	  0.374751	  0.309275	  0.824301	  0.008284	  0.335016	  0.861552	  0.410237	  0.312165	  0.583718	 -0.058051	  0.293798	  0.479362	  0.043924	  0.288599	  0.549856	  0.467176	  0.316544	  0.481838	  0.364743	  0.321944	  0.430482	  0.369698	  0.307473	  0.437996	  0.040715	  0.319169	  0.291530	 -0.001625	  0.360491	  0.072407	  0.057080	  0.329654	  0.266861	  0.400549	  0.350656	  0.074480	  0.334428	  0.393336	  0.025215	  0.275538	  0.242675	  0.021917	  0.363448	  0.410444	  0.027719	  0.118588	  0.250119	  0.028922	  0.037063	  0.327488	  0.006400	  0.219491	 -0.242425	  0.009479	  0.183787	
   169	1.690	  0.354100	  1.470795	  0.184420	  0.296694	  1.433130	  0.040931	  0.292720	  1.450805	  0.331253	  0.443139	  0.961994	  0.196182	  0.201454	  0.946278	  0.044881	  0.223989	  0.941427	  0.374830	  0.309348	  0.824307	  0.008315	  0.335156	  0.861591	  0.410299	  0.312227	  0.583726	 -0.058026	  0.293830	  0.479359	  0.043938	  0.288708	  0.549822	  0.467210	  0.316597	  0.481829	  0.364805	  0.322027	  0.430482	  0.369737	  0.307517	  0.438010	  0.040735	  0.319233	  0.291547	 -0.001607	  0.360469	  0.072396	  0.057089	  0.329740	  0.266853	  0.400568	  0.350658	  0.074466	  0.334442	  0.393343	  0.025207	  0.275539	  0.242690	  0.021917	  0.363457	  0.410474	  0.027747	  0.118597	  0.250152	  0.028919	  0.037083	  0.327069	  0.006406	  0.219120	 -0.242443	  0.009479	  0.183787	
   170	1.700	  0.354207	  1.470779	  0.184449	  0.296790	  1.433119	  0.040958	  0.292842	  1.450794	  0.331299	  0.443291	  0.961995	  0.196235	  0.201530	  0.946283	  0.044924	  0.224163	  0.941423	  0.374914	  0.309412	  0.824306	  0.008342	  0.335312	  0.861622	  0.410367	  0.312312	  0.583736	 -0.058002	  0.293895	  0.479361	  0.043967	  0.288839	  0.549775	  0.467249	  0.316736	  0.481819	  0.364868	  0.322081	  0.430486	  0.369775	  0.307581	  0.438012	  0.040754	  0.319305	  0.291569	 -0.001585	  0.360463	  0.072389	  0.057108	  0.329799	  0.266826	  0.400592	  0.350644	  0.074457	  0.334455	  0.393340	  0.025199	  0.275536	  0.242685	  0.021920	  0.363476	  0.410488	  0.027753	  0.118605	  0.250123	  0.028917	  0.037085	  0.328075	  0.006397	  0.219486	 -0.242519	  0.009478	  0.183844	
   171	1.710	  0.354325	  1.470767	  0.184479	  0.296909	  1.433110	  0.040989	  0.292974	  1.450782	  0.331327	  0.443372	  0.961984	  0.196280	  0.201543	  0.946296	  0.044938	  0.224348	  0.941414	  0.374989	  0.309502	  0.824295	  0.008360	  0.335477	  0.861647	  0.410441	  0.312393	  0.583749	 -0.057988	  0.293954	  0.479362	  0.043980	  0.288963	  0.549739	  0.467295	  0.316814	  0.481831	  0.364896	  0.322151	  0.430485	  0.369812	  0.307637	  0.438013	  0.040762	  0.319408	  0.291580	 -0.001559	  0.360481	  0.072392	  0.057112	  0.329856	  0.266820	  0.400628	  0.350657	  0.074432	  0.334446	  0.393306	  0.025175	  0.275517	  0.242709	  0.021899	  0.363486	  0.410461	  0.027733	  0.118599	  0.250103	  0.028935	  0.037091	  0.328180	  0.006396	  0.219524	 -0.242568	  0.009478	  0.183872	
   172	1.720	  0.354428	  1.470760	  0.184509	  0.297026	  1.433103	  0.041020	  0.293136	  1.450782	  0.331358	  0.443442	  0.961965	  0.196316	  0.201681	  0.946296	  0.044958	  0.224523	  0.941405	  0.375056	  0.309544	  0.824287	  0.008377	  0.335643	  0.861657	  0.410507	  0.312469	  0.583774	 -0.057979	  0.294019	  0.479362	  0.043990	  0.289037	  0.549725	  0.467330	  0.316876	  0.481813	  0.364929	  0.322206	  0.430479	  0.369834	  0.307744	  0.438035	  0.040790	  0.319520	  0.291588	 -0.001524	  0.360482	  0.072392	  0.057100	  0.329881	  0.266811	  0.400641	  0.350680	  0.074437	  0.334447	  0.393301	  0.025171	  0.275514	  0.242699	  0.021909	  0.363474	  0.410413	  0.027684	  0.118586	  0.250131	  0.028942	  0.037092	  0.329273	  0.006385	  0.220031	 -0.242443	  0.009478	  0.183805	
   173	1.730	  0.354534	  1.470748	  0.184548	  0.297134	  1.433109	  0.041050	  0.293250	  1.450783	  0.331379	  0.443598	  0.961983	  0.196357	  0.201863	  0.946279	  0.044982	  0.224662	  0.941406	  0.375106	  0.309566	  0.824285	  0.008392	  0.335789	  0.861675	  0.410565	  0.312569	  0.583795	 -0.057947	  0.294076	  0.479371	  0.044013	  0.289116	  0.549706	  0.467358	  0.316959	  0.481798	  0.364967	  0.322257	  0.430474	  0.369864	  0.307787	  0.438041	  0.040816	  0.319606	  0.291589	 -0.001502	  0.360483	  0.072386	  0.057103	  0.329939	  0.266798	  0.400659	  0.350689	  0.074443	  0.334461	  0.393301	  0.025156	  0.275518	  0.242710	  0.021920	  0.363478	  0.410409	  0.027666	  0.118581	  0.250116	  0.028944	  0.037082	  0.328218	  0.006400	  0.219228	 -0.242568	  0.009478	  0.183872	
   174	1.740	  0.354646	  1.470737	  0.184584	  0.297218	  1.433082	  0.041070	  0.293385	  1.450783	  0.331418	  0.443755	  0.962000	  0.196400	  0.202029	  0.946265	  0.044990	  0.224809	  0.941414	  0.375166	  0.309618	  0.824270	  0.008389	  0.335920	  0.861709	  0.410599	  0.312595	  0.583805	 -0.057941	  0.294130	  0.479373	  0.044041	  0.289225	  0.549649	  0.467386	  0.316995	  0.481774	  0.365005	  0.322329	  0.430461	  0.369893	  0.307832	  0.438048	  0.040836	  0.319676	  0.291602	 -0.001489	  0.360499	  0.072379	  0.057104	  0.330015	  0.266785	  0.400662	  0.350705	  0.074426	  0.334461	  0.393291	  0.025135	  0.275512	  0.242697	  0.021908	  0.363476	  0.410411	  0.027665	  0.118572	  0.250129	  0.028930	  0.037080	  0.329369	  0.006387	  0.219809	 -0.242443	  0.009478	  0.183805	
   175	1.750	  0.354736	  1.470741	  0.184620	  0.297301	  1.433062	  0.041091	  0.293492	  1.450798	  0.331437	  0.443875	  0.961992	  0.196428	  0.202195	  0.946258	  0.044997	  0.225020	  0.941436	  0.375228	  0.309685	  0.824262	  0.008387	  0.336063	  0.861719	  0.410636	  0.312610	  0.583767	 -0.057930	  0.294184	  0.479376	  0.044066	  0.289298	  0.549618	  0.467390	  0.317104	  0.481771	  0.365033	  0.322405	  0.430460	  0.369919	  0.307922	  0.438070	  0.040859	  0.319755	  0.291610	 -0.001457	  0.360518	  0.072388	  0.057114	  0.330076	  0.266774	  0.400655	  0.350702	  0.074396	  0.334460	  0.393293	  0.025133	  0.275498	  0.242686	  0.021895	  0.363482	  0.410417	  0.027663	  0.118569	  0.250161	  0.028926	  0.037083	  0.329149	  0.006396	  0.219185	 -0.242443	  0.009478	  0.183805	
   176	1.760	  0.354823	  1.470741	  0.184643	  0.297398	  1.433043	  0.041126	  0.293588	  1.450790	  0.331452	  0.444009	  0.961988	  0.196452	  0.202297	  0.946267	  0.045003	  0.225189	  0.941463	  0.375276	  0.309754	  0.824254	  0.008383	  0.336200	  0.861733	  0.410675	  0.312650	  0.583735	 -0.057908	  0.294226	  0.479392	  0.044074	  0.289429	  0.549625	  0.467389	  0.317164	  0.481796	  0.365063	  0.322480	  0.430457	  0.369934	  0.307970	  0.438069	  0.040855	  0.319821	  0.291614	 -0.001428	  0.360529	  0.072385	  0.057116	  0.330128	  0.266759	  0.400664	  0.350724	  0.074399	  0.334453	  0.393276	  0.025102	  0.275489	  0.242701	  0.021887	  0.363482	  0.410437	  0.027670	  0.118566	  0.250151	  0.028946	  0.037092	  0.329971	  0.006388	  0.219513	 -0.242443	  0.009479	  0.183787	
   177	1.770	  0.354930	  1.470735	  0.184660	  0.297481	  1.433016	  0.041149	  0.293708	  1.450789	  0.331466	  0.444117	  0.961988	  0.196471	  0.202466	  0.946271	  0.045010	  0.225366	  0.941480	  0.375338	  0.309824	  0.824243	  0.008382	  0.336340	  0.861721	  0.410707	  0.312719	  0.583698	 -0.057879	  0.294307	  0.479399	  0.044076	  0.289451	  0.549657	  0.467426	  0.317221	  0.481786	  0.365086	  0.322548	  0.430456	  0.369953	  0.308023	  0.438095	  0.040851	  0.319899	  0.291609	 -0.001411	  0.360538	  0.072374	  0.057117	  0.330180	  0.266753	  0.400667	  0.350724	  0.074404	  0.334462	  0.393284	  0.025108	  0.275497	  0.242707	  0.021881	  0.363497	  0.410445	  0.027678	  0.118578	  0.250171	  0.028934	  0.037103	  0.330519	  0.006386	  0.219472	 -0.242425	  0.009479	  0.183768	
   178	1.780	  0.355016	  1.470730	  0.184670	  0.297567	  1.432995	  0.041177	  0.293810	  1.450807	  0.331489	  0.444214	  0.961995	  0.196500	  0.202589	  0.946265	  0.045013	  0.225529	  0.941485	  0.375381	  0.309882	  0.824234	  0.008391	  0.336489	  0.861729	  0.410730	  0.312793	  0.583666	 -0.057868	  0.294390	  0.479392	  0.044091	  0.289467	  0.549684	  0.467450	  0.317270	  0.481797	  0.365102	  0.322561	  0.430444	  0.369973	  0.308116	  0.438114	  0.040870	  0.319982	  0.291616	 -0.001402	  0.360551	  0.072366	  0.057111	  0.330240	  0.266750	  0.400680	  0.350691	  0.074389	  0.334458	  0.393310	  0.025105	  0.275512	  0.242686	  0.021895	  0.363493	  0.410438	  0.027664	  0.118578	  0.250184	  0.028926	  0.037107	  0.331209	  0.006381	  0.219646	 -0.242425	  0.009479	  0.183787	
   179	1.790	  0.355093	  1.470732	  0.184688	  0.297630	  1.432984	  0.041204	  0.293889	  1.450817	  0.331516	  0.444288	  0.961976	  0.196518	  0.202736	  0.946244	  0.045013	  0.225728	  0.941481	  0.375426	  0.309935	  0.824230	  0.008401	  0.336650	  0.861733	  0.410742	  0.312845	  0.583656	 -0.057875	  0.294445	  0.479379	  0.044096	  0.289514	  0.549700	  0.467472	  0.317285	  0.481794	  0.365116	  0.322574	  0.430438	  0.369994	  0.308202	  0.438125	  0.040877	  0.320054	  0.291620	 -0.001397	  0.360564	  0.072362	  0.057111	  0.330259	  0.266743	  0.400690	  0.350713	  0.074385	  0.334453	  0.393300	  0.025059	  0.275508	  0.242702	  0.021897	  0.363474	  0.410451	  0.027637	  0.118581	  0.250165	  0.028945	  0.037102	  0.330573	  0.006392	  0.218946	 -0.242443	  0.009478	  0.183805	
   180	1.800	  0.355169	  1.470733	  0.184716	  0.297683	  1.432976	  0.041231	  0.293998	  1.450837	  0.331539	  0.444426	  0.961986	  0.196535	  0.202849	  0.946260	  0.045022	  0.225872	  0.941481	  0.375473	  0.310006	  0.824220	  0.008413	  0.336806	  0.861753	  0.410771	  0.312904	  0.583660	 -0.057889	  0.294501	  0.479373	  0.044080	  0.289595	  0.549703	  0.467482	  0.317370	  0.481794	  0.365127	  0.322590	  0.430421	  0.370009	  0.308301	  0.438132	  0.040871	  0.320137	  0.291635	 -0.001410	  0.360557	  0.072345	  0.057123	  0.330283	  0.266718	  0.400687	  0.350733	  0.074379	  0.334470	  0.393295	  0.025040	  0.275493	  0.242709	  0.021890	  0.363481	  0.410476	  0.027646	  0.118583	  0.250202	  0.028946	  0.037093	  0.332344	  0.006375	  0.219703	 -0.242443	  0.009478	  0.183805	
   181	1.810	  0.355255	  1.470739	  0.184730	  0.297742	  1.432964	  0.041242	  0.294129	  1.450853	  0.331560	  0.444570	  0.962000	  0.196548	  0.202942	  0.946267	  0.045027	  0.226001	  0.941495	  0.375524	  0.310099	  0.824209	  0.008426	  0.336968	  0.861759	  0.410797	  0.313001	  0.583679	 -0.057892	  0.294585	  0.479376	  0.044081	  0.289638	  0.549693	  0.467494	  0.317385	  0.481797	  0.365147	  0.322629	  0.430409	  0.370032	  0.308325	  0.438128	  0.040865	  0.320189	  0.291636	 -0.001403	  0.360566	  0.072333	  0.057116	  0.330326	  0.266717	  0.400680	  0.350748	  0.074372	  0.334482	  0.393273	  0.025004	  0.275485	  0.242702	  0.021876	  0.363485	  0.410498	  0.027657	  0.118587	  0.250192	  0.028927	  0.037087	  0.332024	  0.006381	  0.219330	 -0.242590	  0.009480	  0.183765	
   182	1.820	  0.355339	  1.470729	  0.184729	  0.297798	  1.432950	  0.041255	  0.294162	  1.450850	  0.331576	  0.444660	  0.962003	  0.196568	  0.203094	  0.946252	  0.045041	  0.226191	  0.941494	  0.375566	  0.310178	  0.824201	  0.008428	  0.337098	  0.861746	  0.410823	  0.313058	  0.583715	 -0.057882	  0.294614	  0.479373	  0.044100	  0.289627	  0.549701	  0.467496	  0.317383	  0.481787	  0.365190	  0.322651	  0.430409	  0.370042	  0.308349	  0.438120	  0.040865	  0.320222	  0.291628	 -0.001391	  0.360579	  0.072319	  0.057114	  0.330358	  0.266721	  0.400700	  0.350747	  0.074361	  0.334477	  0.393288	  0.025007	  0.275477	  0.242707	  0.021881	  0.363489	  0.410478	  0.027623	  0.118574	  0.250157	  0.028940	  0.037096	  0.332388	  0.006376	  0.219583	 -0.242425	  0.009479	  0.183787	
   183	1.830	  0.355400	  1.470720	  0.184747	  0.297834	  1.432935	  0.041274	  0.294269	  1.450848	  0.331598	  0.444757	  0.961996	  0.196592	  0.203268	  0.946253	  0.045075	  0.226284	  0.941474	  0.375600	  0.310261	  0.824200	  0.008437	  0.337251	  0.861756	  0.410841	  0.313106	  0.583745	 -0.057881	  0.294630	  0.479371	  0.044102	  0.289620	  0.549708	  0.467502	  0.317432	  0.481797	  0.365199	  0.322675	  0.430408	  0.370061	  0.308359	  0.438107	  0.040878	  0.320240	  0.291640	 -0.001377	  0.360589	  0.072317	  0.057120	  0.330384	  0.266740	  0.400705	  0.350746	  0.074351	  0.334481	  0.393310	  0.025002	  0.275471	  0.242750	  0.021889	  0.363488	  0.410437	  0.027582	  0.118570	  0.250176	  0.028934	  0.037099	  0.332053	  0.006379	  0.219427	 -0.242299	  0.009479	  0.183701	
   184	1.840	  0.355451	  1.470739	  0.184770	  0.297890	  1.432923	  0.041294	  0.294359	  1.450847	  0.331638	  0.444876	  0.961996	  0.196609	  0.203431	  0.946230	  0.045096	  0.226457	  0.941463	  0.375660	  0.310385	  0.824203	  0.008457	  0.337420	  0.861775	  0.410867	  0.313131	  0.583774	 -0.057868	  0.294653	  0.479358	  0.044101	  0.289710	  0.549681	  0.467527	  0.317427	  0.481775	  0.365220	  0.322684	  0.430394	  0.370081	  0.308361	  0.438116	  0.040886	  0.320218	  0.291640	 -0.001353	  0.360579	  0.072309	  0.057128	  0.330433	  0.266755	  0.400703	  0.350758	  0.074351	  0.334493	  0.393322	  0.024992	  0.275485	  0.242765	  0.021890	  0.363480	  0.410399	  0.027567	  0.118564	  0.250176	  0.028923	  0.037083	  0.333545	  0.006363	  0.220207	 -0.242368	  0.009477	  0.183854	
   185	1.850	  0.355479	  1.470738	  0.184788	  0.297965	  1.432910	  0.041313	  0.294439	  1.450855	  0.331665	  0.445045	  0.962000	  0.196635	  0.203548	  0.946224	  0.045101	  0.226594	  0.941456	  0.375699	  0.310507	  0.824214	  0.008489	  0.337605	  0.861791	  0.410896	  0.313159	  0.583802	 -0.057866	  0.294648	  0.479367	  0.044122	  0.289755	  0.549667	  0.467548	  0.317442	  0.481757	  0.365254	  0.322707	  0.430386	  0.370091	  0.308385	  0.438108	  0.040890	  0.320198	  0.291634	 -0.001349	  0.360556	  0.072304	  0.057127	  0.330463	  0.266767	  0.400703	  0.350758	  0.074344	  0.334488	  0.393331	  0.024999	  0.275499	  0.242736	  0.021896	  0.363483	  0.410428	  0.027595	  0.118577	  0.250198	  0.028913	  0.037084	  0.332825	  0.006372	  0.219714	 -0.242480	  0.009478	  0.183823	
   186	1.860	  0.355574	  1.470729	  0.184820	  0.298005	  1.432900	  0.041324	  0.294546	  1.450844	  0.331696	  0.445207	  0.962000	  0.196653	  0.203621	  0.946222	  0.045111	  0.226705	  0.941439	  0.375746	  0.310623	  0.824197	  0.008511	  0.337713	  0.861792	  0.410912	  0.313209	  0.583840	 -0.057865	  0.294633	  0.479367	  0.044141	  0.289764	  0.549655	  0.467543	  0.317457	  0.481759	  0.365262	  0.322734	  0.430380	  0.370106	  0.308346	  0.438098	  0.040900	  0.320219	  0.291639	 -0.001331	  0.360568	  0.072301	  0.057136	  0.330484	  0.266788	  0.400694	  0.350731	  0.074330	  0.334494	  0.393342	  0.025012	  0.275506	  0.242723	  0.021885	  0.363481	  0.410402	  0.027573	  0.118582	  0.250233	  0.028926	  0.037121	  0.333747	  0.006361	  0.220281	 -0.242519	  0.009478	  0.183826	
   187	1.870	  0.355672	  1.470718	  0.184845	  0.298079	  1.432898	  0.041333	  0.294624	  1.450824	  0.331722	  0.445278	  0.961977	  0.196667	  0.203727	  0.946217	  0.045127	  0.226822	  0.941427	  0.375785	  0.310695	  0.824186	  0.008531	  0.337799	  0.861784	  0.410933	  0.313254	  0.583876	 -0.057867	  0.294622	  0.479361	  0.044145	  0.289745	  0.549657	  0.467543	  0.317483	  0.481761	  0.365267	  0.322776	  0.430377	  0.370118	  0.308356	  0.438122	  0.040893	  0.320241	  0.291629	 -0.001320	  0.360574	  0.072294	  0.057137	  0.330491	  0.266797	  0.400694	  0.350718	  0.074324	  0.334486	  0.393314	  0.024985	  0.275495	  0.242747	  0.021884	  0.363485	  0.410413	  0.027556	  0.118592	  0.250184	  0.028942	  0.037136	  0.333060	  0.006372	  0.219653	 -0.242443	  0.009479	  0.183787	
   188	1.880	  0.355711	  1.470700	  0.184861	  0.298145	  1.432884	  0.041325	  0.294646	  1.450791	  0.331721	  0.445325	  0.961953	  0.196686	  0.203857	  0.946209	  0.045123	  0.226970	  0.941416	  0.375824	  0.310735	  0.824190	  0.008531	  0.337883	  0.861777	  0.410952	  0.313245	  0.583926	 -0.057870	  0.294614	  0.479351	  0.044151	  0.289786	  0.549658	  0.467551	  0.317578	  0.481792	  0.365264	  0.322820	  0.430375	  0.370128	  0.308326	  0.438109	  0.040873	  0.320282	  0.291641	 -0.001312	  0.360594	  0.072295	  0.057139	  0.330520	  0.266803	  0.400698	  0.350736	  0.074343	  0.334482	  0.393336	  0.024978	  0.275491	  0.242750	  0.021889	  0.363499	  0.410461	  0.027574	  0.118596	  0.250197	  0.028939	  0.037131	  0.333916	  0.006362	  0.220157	 -0.242443	  0.009479	  0.183768	
