BTS ASCII format

Type:         	Point 3D tracks
Measure unit: 	m

Tracks:       	24
Frequency:    	100 Hz
Frames:       	555
Start time:   	0.000

 Frame	 Time	      c7.X	      c7.Y	      c7.Z	r should.X	r should.Y	r should.Z	l should.X	l should.Y	l should.Z	  sacrum.X	  sacrum.Y	  sacrum.Z	  r asis.X	  r asis.Y	  r asis.Z	  l asis.X	  l asis.Y	  l asis.Z	 r thigh.X	 r thigh.Y	 r thigh.Z	 l thigh.X	 l thigh.Y	 l thigh.Z	 r bar 1.X	 r bar 1.Y	 r bar 1.Z	r knee 1.X	r knee 1.Y	r knee 1.Z	 l bar 1.X	 l bar 1.Y	 l bar 1.Z	l knee 1.X	l knee 1.Y	l knee 1.Z	l knee 2.X	l knee 2.Y	l knee 2.Z	r knee 2.X	r knee 2.Y	r knee 2.Z	 r bar 2.X	 r bar 2.Y	 r bar 2.Z	  r mall.X	  r mall.Y	  r mall.Z	 l bar 2.X	 l bar 2.Y	 l bar 2.Z	  l mall.X	  l mall.Y	  l mall.Z	  l heel.X	  l heel.Y	  l heel.Z	   l met.X	   l met.Y	   l met.Z	  r heel.X	  r heel.Y	  r heel.Z	   r met.X	   r met.Y	   r met.Z	    [P0].X	    [P0].Y	    [P0].Z	    [P1].X	    [P1].Y	    [P1].Z	
   481	4.810	  0.336321	  1.471028	  0.186807	  0.280363	  1.433179	  0.041978	  0.274985	  1.449295	  0.333421	  0.436947	  0.963681	  0.196638	  0.197003	  0.944464	  0.044521	  0.217212	  0.939757	  0.374548	  0.304992	  0.823670	  0.008581	  0.331696	  0.862643	  0.410216	  0.310219	  0.583276	 -0.057358	  0.290251	  0.478960	  0.044002	  0.286625	  0.549617	  0.467409	  0.314530	  0.481609	  0.364792	  0.320134	  0.430419	  0.369644	  0.304224	  0.437444	  0.040868	  0.317533	  0.291672	 -0.001537	  0.360454	  0.072665	  0.057237	  0.328414	  0.266935	  0.400511	  0.350545	  0.074599	  0.334334	  0.393288	  0.025352	  0.275412	  0.242723	  0.021839	  0.363582	  0.410484	  0.027796	  0.118648	  0.250137	  0.028977	  0.037125	  0.318358	  0.006334	  0.228164	 -0.242518	  0.009480	  0.183720	
   482	4.820	  0.336228	  1.471019	  0.186801	  0.280235	  1.433203	  0.041943	  0.274895	  1.449257	  0.333408	  0.436883	  0.963697	  0.196593	  0.196990	  0.944409	  0.044477	  0.217138	  0.939763	  0.374492	  0.304892	  0.823659	  0.008536	  0.331651	  0.862641	  0.410169	  0.310177	  0.583287	 -0.057367	  0.290187	  0.478969	  0.043978	  0.286630	  0.549612	  0.467373	  0.314482	  0.481612	  0.364757	  0.320118	  0.430432	  0.369611	  0.304171	  0.437423	  0.040846	  0.317533	  0.291665	 -0.001532	  0.360448	  0.072677	  0.057225	  0.328365	  0.266941	  0.400489	  0.350563	  0.074602	  0.334336	  0.393260	  0.025340	  0.275412	  0.242726	  0.021833	  0.363581	  0.410509	  0.027801	  0.118654	  0.250149	  0.029009	  0.037146	  0.317975	  0.006334	  0.228293	 -0.242350	  0.009477	  0.183872	
   483	4.830	  0.336126	  1.471020	  0.186767	  0.280078	  1.433204	  0.041904	  0.274757	  1.449245	  0.333384	  0.436825	  0.963716	  0.196535	  0.196869	  0.944396	  0.044432	  0.217020	  0.939755	  0.374424	  0.304819	  0.823657	  0.008495	  0.331596	  0.862651	  0.410117	  0.310141	  0.583279	 -0.057368	  0.290137	  0.478970	  0.043962	  0.286616	  0.549613	  0.467333	  0.314470	  0.481625	  0.364742	  0.320100	  0.430433	  0.369575	  0.304143	  0.437423	  0.040824	  0.317535	  0.291654	 -0.001524	  0.360456	  0.072686	  0.057228	  0.328318	  0.266934	  0.400463	  0.350538	  0.074598	  0.334330	  0.393268	  0.025372	  0.275426	  0.242716	  0.021825	  0.363573	  0.410533	  0.027824	  0.118668	  0.250162	  0.028999	  0.037137	  0.317957	  0.006332	  0.228488	 -0.242443	  0.009479	  0.183787	
   484	4.840	  0.336026	  1.471021	  0.186717	  0.279943	  1.433218	  0.041857	  0.274722	  1.449238	  0.333360	  0.436742	  0.963717	  0.196479	  0.196762	  0.944391	  0.044383	  0.216945	  0.939747	  0.374358	  0.304735	  0.823647	  0.008450	  0.331522	  0.862641	  0.410088	  0.310096	  0.583263	 -0.057372	  0.290087	  0.478964	  0.043941	  0.286590	  0.549601	  0.467279	  0.314418	  0.481634	  0.364690	  0.320074	  0.430444	  0.369541	  0.304115	  0.437412	  0.040810	  0.317531	  0.291625	 -0.001531	  0.360450	  0.072690	  0.057227	  0.328263	  0.266935	  0.400425	  0.350526	  0.074620	  0.334325	  0.393268	  0.025394	  0.275423	  0.242688	  0.021821	  0.363564	  0.410502	  0.027812	  0.118663	  0.250150	  0.028997	  0.037138	  0.317984	  0.006330	  0.228674	 -0.242443	  0.009479	  0.183787	
   485	4.850	  0.335959	  1.471016	  0.186654	  0.279818	  1.433249	  0.041801	  0.274701	  1.449226	  0.333340	  0.436668	  0.963715	  0.196410	  0.196599	  0.944395	  0.044306	  0.216829	  0.939737	  0.374284	  0.304664	  0.823631	  0.008400	  0.331481	  0.862646	  0.410049	  0.310022	  0.583268	 -0.057404	  0.289999	  0.478944	  0.043910	  0.286625	  0.549600	  0.467232	  0.314376	  0.481617	  0.364637	  0.320019	  0.430444	  0.369490	  0.304090	  0.437397	  0.040798	  0.317506	  0.291610	 -0.001540	  0.360441	  0.072693	  0.057222	  0.328194	  0.266942	  0.400365	  0.350511	  0.074622	  0.334320	  0.393267	  0.025398	  0.275422	  0.242685	  0.021816	  0.363579	  0.410481	  0.027794	  0.118657	  0.250159	  0.028986	  0.037128	  0.317180	  0.006335	  0.228557	 -0.242443	  0.009479	  0.183787	
   486	4.860	  0.335872	  1.471029	  0.186590	  0.279696	  1.433271	  0.041738	  0.274660	  1.449218	  0.333294	  0.436564	  0.963706	  0.196330	  0.196586	  0.944370	  0.044253	  0.216739	  0.939749	  0.374236	  0.304506	  0.823594	  0.008322	  0.331321	  0.862594	  0.409985	  0.309964	  0.583280	 -0.057430	  0.289912	  0.478939	  0.043877	  0.286660	  0.549601	  0.467166	  0.314337	  0.481625	  0.364570	  0.319955	  0.430444	  0.369442	  0.304023	  0.437397	  0.040766	  0.317408	  0.291607	 -0.001546	  0.360426	  0.072681	  0.057218	  0.328157	  0.266932	  0.400331	  0.350497	  0.074630	  0.334324	  0.393329	  0.025436	  0.275431	  0.242684	  0.021821	  0.363585	  0.410465	  0.027799	  0.118644	  0.250162	  0.028971	  0.037117	  0.317040	  0.006338	  0.228327	 -0.242443	  0.009479	  0.183787	
   487	4.870	  0.335826	  1.471035	  0.186514	  0.279584	  1.433290	  0.041677	  0.274588	  1.449198	  0.333223	  0.436492	  0.963683	  0.196236	  0.196391	  0.944385	  0.044198	  0.216675	  0.939754	  0.374179	  0.304340	  0.823565	  0.008232	  0.331219	  0.862568	  0.409910	  0.309917	  0.583274	 -0.057478	  0.289847	  0.478925	  0.043856	  0.286652	  0.549627	  0.467117	  0.314245	  0.481642	  0.364501	  0.319903	  0.430459	  0.369392	  0.303910	  0.437374	  0.040735	  0.317261	  0.291574	 -0.001552	  0.360388	  0.072679	  0.057220	  0.328123	  0.266925	  0.400289	  0.350468	  0.074643	  0.334314	  0.393275	  0.025426	  0.275425	  0.242683	  0.021829	  0.363581	  0.410480	  0.027813	  0.118648	  0.250170	  0.028965	  0.037129	  0.316799	  0.006337	  0.228474	 -0.242406	  0.009479	  0.183768	
   488	4.880	  0.335802	  1.471023	  0.186418	  0.279452	  1.433295	  0.041600	  0.274525	  1.449191	  0.333163	  0.436429	  0.963671	  0.196140	  0.196264	  0.944353	  0.044132	  0.216567	  0.939733	  0.374091	  0.304180	  0.823543	  0.008137	  0.331197	  0.862579	  0.409864	  0.309870	  0.583268	 -0.057514	  0.289700	  0.478896	  0.043843	  0.286590	  0.549652	  0.467053	  0.314197	  0.481659	  0.364431	  0.319841	  0.430472	  0.369330	  0.303774	  0.437351	  0.040710	  0.317106	  0.291540	 -0.001561	  0.360377	  0.072671	  0.057220	  0.328046	  0.266944	  0.400256	  0.350479	  0.074663	  0.334314	  0.393254	  0.025412	  0.275408	  0.242681	  0.021830	  0.363569	  0.410459	  0.027801	  0.118648	  0.250162	  0.028974	  0.037137	  0.316355	  0.006347	  0.227907	 -0.242444	  0.009477	  0.183911	
   489	4.890	  0.335808	  1.471020	  0.186322	  0.279388	  1.433322	  0.041535	  0.274518	  1.449193	  0.333120	  0.436332	  0.963652	  0.196029	  0.196203	  0.944308	  0.044056	  0.216542	  0.939739	  0.374023	  0.304020	  0.823509	  0.008046	  0.331206	  0.862614	  0.409834	  0.309765	  0.583252	 -0.057561	  0.289570	  0.478868	  0.043818	  0.286594	  0.549689	  0.466992	  0.314201	  0.481647	  0.364364	  0.319760	  0.430462	  0.369272	  0.303654	  0.437340	  0.040683	  0.316983	  0.291537	 -0.001567	  0.360364	  0.072660	  0.057212	  0.327962	  0.266950	  0.400215	  0.350458	  0.074667	  0.334314	  0.393252	  0.025435	  0.275403	  0.242685	  0.021839	  0.363573	  0.410473	  0.027819	  0.118660	  0.250169	  0.028974	  0.037133	  0.315814	  0.006349	  0.227902	 -0.242368	  0.009477	  0.183854	
   490	4.900	  0.335822	  1.471006	  0.186222	  0.279281	  1.433333	  0.041462	  0.274540	  1.449194	  0.333058	  0.436263	  0.963629	  0.195928	  0.196064	  0.944294	  0.043973	  0.216487	  0.939747	  0.373945	  0.303890	  0.823482	  0.007962	  0.331159	  0.862624	  0.409776	  0.309617	  0.583251	 -0.057625	  0.289407	  0.478827	  0.043784	  0.286557	  0.549733	  0.466955	  0.314129	  0.481652	  0.364317	  0.319695	  0.430462	  0.369217	  0.303537	  0.437317	  0.040668	  0.316845	  0.291532	 -0.001545	  0.360365	  0.072679	  0.057202	  0.327901	  0.266964	  0.400162	  0.350468	  0.074673	  0.334309	  0.393244	  0.025443	  0.275403	  0.242679	  0.021843	  0.363574	  0.410479	  0.027821	  0.118656	  0.250164	  0.028975	  0.037139	  0.315734	  0.006350	  0.227827	 -0.242425	  0.009479	  0.183768	
   491	4.910	  0.335856	  1.471000	  0.186108	  0.279197	  1.433346	  0.041380	  0.274571	  1.449181	  0.332992	  0.436210	  0.963599	  0.195832	  0.195940	  0.944291	  0.043863	  0.216400	  0.939752	  0.373866	  0.303743	  0.823460	  0.007876	  0.331054	  0.862600	  0.409717	  0.309473	  0.583237	 -0.057684	  0.289230	  0.478804	  0.043751	  0.286509	  0.549777	  0.466907	  0.314070	  0.481680	  0.364256	  0.319645	  0.430472	  0.369157	  0.303419	  0.437301	  0.040631	  0.316723	  0.291493	 -0.001564	  0.360352	  0.072671	  0.057215	  0.327806	  0.266963	  0.400101	  0.350463	  0.074682	  0.334291	  0.393221	  0.025444	  0.275404	  0.242671	  0.021861	  0.363571	  0.410469	  0.027824	  0.118641	  0.250159	  0.028980	  0.037155	  0.315535	  0.006352	  0.227757	 -0.242350	  0.009477	  0.183854	
   492	4.920	  0.335931	  1.471003	  0.185978	  0.279114	  1.433355	  0.041304	  0.274617	  1.449180	  0.332911	  0.436161	  0.963584	  0.195730	  0.195892	  0.944253	  0.043766	  0.216350	  0.939750	  0.373812	  0.303580	  0.823425	  0.007797	  0.330999	  0.862599	  0.409650	  0.309321	  0.583216	 -0.057748	  0.289100	  0.478775	  0.043715	  0.286459	  0.549789	  0.466841	  0.313989	  0.481677	  0.364196	  0.319570	  0.430476	  0.369093	  0.303288	  0.437298	  0.040593	  0.316650	  0.291480	 -0.001604	  0.360340	  0.072662	  0.057214	  0.327712	  0.266970	  0.400045	  0.350440	  0.074704	  0.334275	  0.393204	  0.025446	  0.275403	  0.242688	  0.021880	  0.363564	  0.410435	  0.027813	  0.118630	  0.250172	  0.028983	  0.037147	  0.314519	  0.006365	  0.227072	 -0.242519	  0.009478	  0.183826	
   493	4.930	  0.336012	  1.471002	  0.185834	  0.279004	  1.433343	  0.041222	  0.274681	  1.449178	  0.332817	  0.436096	  0.963561	  0.195614	  0.195835	  0.944233	  0.043685	  0.216291	  0.939747	  0.373736	  0.303411	  0.823372	  0.007690	  0.330867	  0.862572	  0.409552	  0.309195	  0.583194	 -0.057806	  0.288985	  0.478754	  0.043679	  0.286415	  0.549790	  0.466767	  0.313915	  0.481685	  0.364098	  0.319481	  0.430480	  0.369034	  0.303172	  0.437284	  0.040550	  0.316539	  0.291454	 -0.001639	  0.360320	  0.072668	  0.057207	  0.327667	  0.266979	  0.399996	  0.350414	  0.074711	  0.334267	  0.393186	  0.025438	  0.275398	  0.242688	  0.021862	  0.363545	  0.410405	  0.027795	  0.118632	  0.250160	  0.028977	  0.037134	  0.315310	  0.006355	  0.227601	 -0.242443	  0.009478	  0.183805	
   494	4.940	  0.336100	  1.471006	  0.185679	  0.278902	  1.433343	  0.041118	  0.274785	  1.449183	  0.332732	  0.436072	  0.963549	  0.195509	  0.195742	  0.944224	  0.043590	  0.216248	  0.939765	  0.373633	  0.303263	  0.823320	  0.007578	  0.330663	  0.862529	  0.409448	  0.309007	  0.583159	 -0.057894	  0.288863	  0.478728	  0.043645	  0.286376	  0.549775	  0.466672	  0.313823	  0.481680	  0.364036	  0.319422	  0.430486	  0.368987	  0.303052	  0.437245	  0.040505	  0.316398	  0.291434	 -0.001669	  0.360306	  0.072665	  0.057204	  0.327616	  0.266999	  0.399955	  0.350403	  0.074710	  0.334253	  0.393166	  0.025436	  0.275385	  0.242660	  0.021849	  0.363538	  0.410435	  0.027806	  0.118636	  0.250151	  0.028990	  0.037142	  0.314709	  0.006364	  0.227116	 -0.242406	  0.009479	  0.183768	
   495	4.950	  0.336178	  1.471004	  0.185526	  0.278801	  1.433348	  0.041000	  0.274963	  1.449195	  0.332627	  0.436029	  0.963548	  0.195407	  0.195549	  0.944254	  0.043462	  0.216202	  0.939777	  0.373547	  0.303095	  0.823271	  0.007474	  0.330628	  0.862568	  0.409367	  0.308818	  0.583150	 -0.057977	  0.288737	  0.478700	  0.043602	  0.286360	  0.549766	  0.466589	  0.313758	  0.481688	  0.363964	  0.319332	  0.430480	  0.368918	  0.302941	  0.437225	  0.040468	  0.316292	  0.291411	 -0.001698	  0.360310	  0.072662	  0.057198	  0.327543	  0.267006	  0.399924	  0.350397	  0.074718	  0.334255	  0.393190	  0.025457	  0.275394	  0.242652	  0.021867	  0.363536	  0.410410	  0.027800	  0.118623	  0.250197	  0.029004	  0.037146	  0.314958	  0.006366	  0.226857	 -0.242443	  0.009479	  0.183787	
   496	4.960	  0.336222	  1.471007	  0.185366	  0.278749	  1.433368	  0.040889	  0.275110	  1.449187	  0.332502	  0.436001	  0.963535	  0.195305	  0.195315	  0.944281	  0.043344	  0.216222	  0.939799	  0.373493	  0.302995	  0.823271	  0.007381	  0.330599	  0.862597	  0.409280	  0.308660	  0.583144	 -0.058058	  0.288605	  0.478662	  0.043543	  0.286316	  0.549779	  0.466517	  0.313699	  0.481687	  0.363888	  0.319276	  0.430482	  0.368856	  0.302829	  0.437210	  0.040432	  0.316188	  0.291383	 -0.001742	  0.360290	  0.072655	  0.057190	  0.327438	  0.267016	  0.399878	  0.350360	  0.074723	  0.334249	  0.393206	  0.025478	  0.275391	  0.242664	  0.021881	  0.363542	  0.410413	  0.027813	  0.118623	  0.250188	  0.029002	  0.037136	  0.314174	  0.006380	  0.226039	 -0.242368	  0.009477	  0.183872	
   497	4.970	  0.336270	  1.471001	  0.185205	  0.278713	  1.433381	  0.040785	  0.275259	  1.449188	  0.332393	  0.435967	  0.963526	  0.195170	  0.195185	  0.944271	  0.043225	  0.216197	  0.939817	  0.373427	  0.302958	  0.823271	  0.007304	  0.330538	  0.862606	  0.409189	  0.308480	  0.583124	 -0.058157	  0.288472	  0.478633	  0.043477	  0.286228	  0.549798	  0.466446	  0.313651	  0.481697	  0.363813	  0.319252	  0.430485	  0.368807	  0.302716	  0.437188	  0.040379	  0.316077	  0.291364	 -0.001791	  0.360279	  0.072642	  0.057192	  0.327329	  0.267037	  0.399797	  0.350334	  0.074732	  0.334219	  0.393202	  0.025492	  0.275379	  0.242642	  0.021892	  0.363522	  0.410428	  0.027829	  0.118627	  0.250157	  0.029000	  0.037146	  0.313940	  0.006388	  0.225445	 -0.242500	  0.009478	  0.183844	
   498	4.980	  0.336295	  1.470970	  0.185067	  0.278645	  1.433383	  0.040660	  0.275463	  1.449215	  0.332284	  0.435888	  0.963493	  0.195029	  0.195187	  0.944231	  0.043113	  0.216147	  0.939844	  0.373339	  0.302950	  0.823260	  0.007228	  0.330511	  0.862627	  0.409096	  0.308319	  0.583090	 -0.058250	  0.288400	  0.478614	  0.043430	  0.286106	  0.549814	  0.466364	  0.313554	  0.481695	  0.363738	  0.319199	  0.430500	  0.368756	  0.302617	  0.437166	  0.040317	  0.315958	  0.291341	 -0.001835	  0.360276	  0.072630	  0.057191	  0.327229	  0.267059	  0.399736	  0.350332	  0.074755	  0.334210	  0.393163	  0.025472	  0.275367	  0.242617	  0.021889	  0.363514	  0.410406	  0.027817	  0.118617	  0.250156	  0.029008	  0.037161	  0.314394	  0.006389	  0.225205	 -0.242425	  0.009479	  0.183787	
   499	4.990	  0.336323	  1.470947	  0.184918	  0.278604	  1.433386	  0.040550	  0.275660	  1.449230	  0.332162	  0.435801	  0.963456	  0.194874	  0.194999	  0.944260	  0.043030	  0.216186	  0.939876	  0.373278	  0.302869	  0.823259	  0.007144	  0.330526	  0.862667	  0.408989	  0.308194	  0.583062	 -0.058345	  0.288332	  0.478604	  0.043381	  0.286083	  0.549822	  0.466287	  0.313491	  0.481715	  0.363669	  0.319140	  0.430527	  0.368709	  0.302514	  0.437143	  0.040256	  0.315854	  0.291315	 -0.001891	  0.360262	  0.072622	  0.057174	  0.327187	  0.267084	  0.399697	  0.350342	  0.074790	  0.334212	  0.393162	  0.025478	  0.275378	  0.242621	  0.021895	  0.363515	  0.410425	  0.027837	  0.118629	  0.250171	  0.029011	  0.037154	  0.315004	  0.006388	  0.225053	 -0.242296	  0.009477	  0.183827	
   500	5.000	  0.336374	  1.470934	  0.184788	  0.278609	  1.433404	  0.040438	  0.275763	  1.449238	  0.332032	  0.435719	  0.963420	  0.194703	  0.194676	  0.944303	  0.042915	  0.216161	  0.939904	  0.373220	  0.302820	  0.823263	  0.007058	  0.330499	  0.862683	  0.408883	  0.308102	  0.583059	 -0.058443	  0.288232	  0.478601	  0.043320	  0.286015	  0.549826	  0.466201	  0.313466	  0.481719	  0.363589	  0.319102	  0.430531	  0.368664	  0.302438	  0.437145	  0.040211	  0.315769	  0.291284	 -0.001947	  0.360247	  0.072611	  0.057164	  0.327142	  0.267104	  0.399656	  0.350347	  0.074790	  0.334198	  0.393171	  0.025500	  0.275381	  0.242653	  0.021903	  0.363521	  0.410415	  0.027824	  0.118616	  0.250181	  0.029004	  0.037158	  0.314176	  0.006401	  0.224380	 -0.242368	  0.009477	  0.183872	
   501	5.010	  0.336410	  1.470920	  0.184652	  0.278674	  1.433403	  0.040340	  0.275882	  1.449256	  0.331904	  0.435643	  0.963396	  0.194513	  0.194539	  0.944303	  0.042816	  0.216132	  0.939922	  0.373149	  0.302765	  0.823266	  0.006971	  0.330502	  0.862704	  0.408781	  0.307967	  0.583043	 -0.058547	  0.288152	  0.478568	  0.043271	  0.285918	  0.549833	  0.466082	  0.313429	  0.481732	  0.363530	  0.319060	  0.430536	  0.368618	  0.302333	  0.437121	  0.040116	  0.315669	  0.291233	 -0.002006	  0.360246	  0.072619	  0.057150	  0.327080	  0.267120	  0.399604	  0.350351	  0.074797	  0.334185	  0.393180	  0.025522	  0.275365	  0.242660	  0.021888	  0.363528	  0.410395	  0.027810	  0.118601	  0.250172	  0.028992	  0.037143	  0.315027	  0.006401	  0.223990	 -0.242350	  0.009478	  0.183835	
   502	5.020	  0.336437	  1.470908	  0.184518	  0.278747	  1.433403	  0.040246	  0.276020	  1.449264	  0.331776	  0.435624	  0.963389	  0.194337	  0.194372	  0.944329	  0.042733	  0.216200	  0.939942	  0.373092	  0.302711	  0.823262	  0.006871	  0.330583	  0.862770	  0.408687	  0.307850	  0.583032	 -0.058652	  0.288064	  0.478543	  0.043223	  0.285827	  0.549841	  0.465976	  0.313410	  0.481749	  0.363472	  0.319032	  0.430555	  0.368547	  0.302244	  0.437089	  0.040057	  0.315563	  0.291192	 -0.002067	  0.360249	  0.072602	  0.057140	  0.327041	  0.267137	  0.399547	  0.350366	  0.074832	  0.334178	  0.393180	  0.025538	  0.275362	  0.242633	  0.021896	  0.363527	  0.410417	  0.027815	  0.118613	  0.250179	  0.028982	  0.037141	  0.314691	  0.006411	  0.223354	 -0.242406	  0.009479	  0.183768	
   503	5.030	  0.336515	  1.470896	  0.184386	  0.278796	  1.433404	  0.040140	  0.276158	  1.449286	  0.331639	  0.435592	  0.963368	  0.194167	  0.194217	  0.944358	  0.042626	  0.216259	  0.939964	  0.373043	  0.302678	  0.823260	  0.006778	  0.330548	  0.862777	  0.408570	  0.307713	  0.583029	 -0.058758	  0.287991	  0.478533	  0.043171	  0.285807	  0.549842	  0.465886	  0.313380	  0.481741	  0.363433	  0.318975	  0.430569	  0.368480	  0.302158	  0.437070	  0.040006	  0.315457	  0.291162	 -0.002125	  0.360234	  0.072590	  0.057119	  0.327018	  0.267150	  0.399490	  0.350353	  0.074843	  0.334166	  0.393161	  0.025530	  0.275367	  0.242618	  0.021895	  0.363506	  0.410420	  0.027813	  0.118608	  0.250175	  0.028974	  0.037154	  0.314608	  0.006419	  0.222744	 -0.242425	  0.009479	  0.183787	
   504	5.040	  0.336538	  1.470883	  0.184225	  0.278865	  1.433406	  0.040033	  0.276267	  1.449304	  0.331506	  0.435574	  0.963341	  0.193998	  0.194152	  0.944361	  0.042554	  0.216288	  0.939986	  0.372988	  0.302645	  0.823258	  0.006676	  0.330531	  0.862788	  0.408458	  0.307555	  0.583013	 -0.058868	  0.287894	  0.478519	  0.043117	  0.285789	  0.549870	  0.465797	  0.313342	  0.481744	  0.363381	  0.318948	  0.430575	  0.368416	  0.302055	  0.437067	  0.039939	  0.315326	  0.291125	 -0.002204	  0.360213	  0.072580	  0.057111	  0.326984	  0.267159	  0.399435	  0.350352	  0.074860	  0.334136	  0.393143	  0.025518	  0.275358	  0.242607	  0.021890	  0.363503	  0.410438	  0.027827	  0.118607	  0.250168	  0.028983	  0.037152	  0.314751	  0.006422	  0.222435	 -0.242500	  0.009478	  0.183826	
   505	5.050	  0.336558	  1.470881	  0.184077	  0.278983	  1.433423	  0.039946	  0.276363	  1.449324	  0.331353	  0.435627	  0.963342	  0.193825	  0.194061	  0.944366	  0.042478	  0.216326	  0.940003	  0.372905	  0.302599	  0.823264	  0.006572	  0.330547	  0.862802	  0.408366	  0.307443	  0.583008	 -0.058965	  0.287842	  0.478504	  0.043057	  0.285783	  0.549870	  0.465706	  0.313339	  0.481768	  0.363315	  0.318914	  0.430577	  0.368350	  0.301951	  0.437062	  0.039855	  0.315251	  0.291101	 -0.002249	  0.360176	  0.072574	  0.057098	  0.326968	  0.267174	  0.399398	  0.350357	  0.074874	  0.334120	  0.393142	  0.025534	  0.275347	  0.242620	  0.021915	  0.363494	  0.410386	  0.027808	  0.118589	  0.250127	  0.028995	  0.037132	  0.314998	  0.006426	  0.222037	 -0.242443	  0.009479	  0.183787	
   506	5.060	  0.336557	  1.470892	  0.183936	  0.279077	  1.433425	  0.039863	  0.276429	  1.449339	  0.331209	  0.435672	  0.963360	  0.193664	  0.194049	  0.944378	  0.042358	  0.216417	  0.940036	  0.372812	  0.302582	  0.823255	  0.006470	  0.330608	  0.862813	  0.408248	  0.307370	  0.582994	 -0.059063	  0.287808	  0.478483	  0.043006	  0.285765	  0.549874	  0.465609	  0.313345	  0.481784	  0.363267	  0.318898	  0.430596	  0.368284	  0.301923	  0.437044	  0.039798	  0.315183	  0.291068	 -0.002297	  0.360202	  0.072573	  0.057098	  0.326968	  0.267189	  0.399340	  0.350351	  0.074872	  0.334116	  0.393147	  0.025552	  0.275343	  0.242619	  0.021921	  0.363482	  0.410394	  0.027830	  0.118599	  0.250097	  0.028994	  0.037122	  0.315837	  0.006426	  0.221723	 -0.242443	  0.009479	  0.183787	
   507	5.070	  0.336554	  1.470904	  0.183791	  0.279159	  1.433430	  0.039767	  0.276514	  1.449349	  0.331082	  0.435647	  0.963344	  0.193506	  0.194096	  0.944384	  0.042251	  0.216513	  0.940071	  0.372740	  0.302598	  0.823244	  0.006372	  0.330643	  0.862810	  0.408127	  0.307283	  0.582972	 -0.059166	  0.287770	  0.478475	  0.042948	  0.285734	  0.549879	  0.465521	  0.313409	  0.481833	  0.363203	  0.318870	  0.430599	  0.368216	  0.301892	  0.437028	  0.039737	  0.315164	  0.291027	 -0.002351	  0.360199	  0.072568	  0.057097	  0.326964	  0.267199	  0.399291	  0.350328	  0.074880	  0.334105	  0.393158	  0.025557	  0.275352	  0.242614	  0.021918	  0.363480	  0.410397	  0.027815	  0.118590	  0.250118	  0.028995	  0.037121	  0.315394	  0.006440	  0.220760	 -0.242425	  0.009478	  0.183805	
   508	5.080	  0.336487	  1.470894	  0.183630	  0.279284	  1.433447	  0.039661	  0.276504	  1.449347	  0.330932	  0.435610	  0.963317	  0.193358	  0.194200	  0.944386	  0.042140	  0.216655	  0.940101	  0.372685	  0.302559	  0.823228	  0.006274	  0.330630	  0.862775	  0.407990	  0.307243	  0.582942	 -0.059244	  0.287731	  0.478474	  0.042885	  0.285698	  0.549897	  0.465443	  0.313424	  0.481849	  0.363156	  0.318891	  0.430602	  0.368158	  0.301860	  0.437029	  0.039657	  0.315190	  0.291027	 -0.002409	  0.360183	  0.072555	  0.057096	  0.326948	  0.267202	  0.399248	  0.350346	  0.074888	  0.334097	  0.393199	  0.025577	  0.275350	  0.242609	  0.021913	  0.363485	  0.410406	  0.027810	  0.118592	  0.250119	  0.028995	  0.037138	  0.315600	  0.006444	  0.220323	 -0.242568	  0.009478	  0.183872	
   509	5.090	  0.336431	  1.470899	  0.183468	  0.279386	  1.433464	  0.039531	  0.276497	  1.449355	  0.330764	  0.435554	  0.963294	  0.193215	  0.194139	  0.944447	  0.042012	  0.216790	  0.940131	  0.372630	  0.302547	  0.823210	  0.006164	  0.330626	  0.862760	  0.407868	  0.307207	  0.582921	 -0.059326	  0.287734	  0.478460	  0.042823	  0.285657	  0.549923	  0.465373	  0.313436	  0.481857	  0.363108	  0.318888	  0.430616	  0.368099	  0.301834	  0.437012	  0.039577	  0.315163	  0.291007	 -0.002481	  0.360178	  0.072542	  0.057076	  0.326938	  0.267227	  0.399204	  0.350345	  0.074904	  0.334093	  0.393193	  0.025581	  0.275351	  0.242605	  0.021911	  0.363479	  0.410424	  0.027823	  0.118592	  0.250139	  0.028991	  0.037135	  0.316521	  0.006439	  0.220380	 -0.242406	  0.009478	  0.183787	
   510	5.100	  0.336429	  1.470901	  0.183330	  0.279493	  1.433483	  0.039387	  0.276522	  1.449376	  0.330595	  0.435591	  0.963301	  0.193088	  0.194099	  0.944515	  0.041858	  0.216914	  0.940137	  0.372543	  0.302552	  0.823186	  0.006057	  0.330657	  0.862765	  0.407756	  0.307210	  0.582893	 -0.059424	  0.287767	  0.478456	  0.042739	  0.285651	  0.549942	  0.465292	  0.313455	  0.481895	  0.363056	  0.318873	  0.430621	  0.368052	  0.301857	  0.437000	  0.039488	  0.315160	  0.290995	 -0.002552	  0.360169	  0.072532	  0.057054	  0.326970	  0.267239	  0.399181	  0.350355	  0.074922	  0.334083	  0.393211	  0.025593	  0.275355	  0.242611	  0.021934	  0.363463	  0.410450	  0.027836	  0.118591	  0.250130	  0.028983	  0.037126	  0.316256	  0.006451	  0.219527	 -0.242368	  0.009477	  0.183854	
